Compnay Name1|Compnay Name2|Account ID|Account Role|Order Number|Order Date|Product Line|Product Item|Material Master Product ID|Product Decription|Primary Product|Purchase Order|P.O. Date|Purchase/Net Amount|Target Quantity|Order Quantity|Order Type|Total Order Value|Sold to Country|Ship to Account ID|Market Code
Laboratorio De Anatomia Patologica|E Citopatologia Santa Catarina|0070511252|0001|0308634606|20190619|PT|001000|IS08230-2|FLEX Mab X-H CD5 cl 4C7, RTU,Dako AS/AS+|ZXX|Proposta: 2884007|20190617|202.02 |0.000 |1.000 |ZTRD|606.06 |BR|0070511252|CA0
Laboratorio De Anatomia Patologica|E Citopatologia Santa Catarina|0070511252|0001|0308634606|20190619|PT|002000|IS63230-2|FLX M aHu CD34 Class II cl QBEnd 10 RTU|ZXX|Proposta: 2884007|20190617|202.02 |0.000 |1.000 |ZTRD|606.06 |BR|0070511252|CA0
Fundação Felice Rosso|Hospital Felicio Rocho|0070579341|0001|0308634632|20190619|PT|001000|IR66261-2|FLEX Mon Cmd AntiHum p63, DAK-p63 Link|ZXX|Ord. Compra: 222456|20190617|471.00 |0.000 |1.000 |ZTRD|942.00 |BR|0070579341|CA0
Fundação Felice Rosso|Hospital Felicio Rocho|0070579341|0001|0308634632|20190619|PT|002000|IR78061-2|FLEXMonCmd AntiHum Cito5/6, D5/16B4 Link|ZXX|Ord. Compra: 222456|20190617|471.00 |0.000 |1.000 |ZTRD|942.00 |BR|0070579341|CA0
Washington University in St Louis||0070029742|0001|0308634636|20190619|UF|001000|5067-5582|D1000 ScreenTape|BC|2931980G|20190618|387.00 |0.000 |2.000 |ZTRD|552.06 |US|0070268374|
Washington University in St Louis||0070029742|0001|0308634636|20190619|UF|002000|5067-5580|High Sens. RNA ScreenTape Sample Buffer|BC|2931980G|20190618|73.26 |0.000 |1.000 |ZTRD|552.06 |US|0070268374|
Washington University in St Louis||0070029742|0001|0308634636|20190619|UF|003000|5067-5581|High Sensitivity RNA ScreenTape Ladder|BC|2931980G|20190618|91.80 |0.000 |1.000 |ZTRD|552.06 |US|0070268374|
UES Inc||0070261193|0001|0308634670|20190619|BC|001000|993700-902|Eclipse XDB-C18 2.1x150 5u Narrow-Bore|FA|977-053-325|20190619|606.11 |0.000 |1.000 |ZTRD|835.00 |US|0070261193|
UES Inc||0070261193|0001|0308634670|20190619|BC|002000|820950-920|SB-C18 Guard Cartridges 4.6x12.5 4/PK|FA|977-053-325|20190619|228.89 |0.000 |1.000 |ZTRD|835.00 |US|0070261193|
Laboratorio De Patologia Bacchi Ltd||0070493032|0001|0308634673|20190619|PT|001000|K800921-2|EnV FLEX+ Clh (LINKER) (Link), Mon Cmd|ZXX|Proposta 2884010|20190618|2190.00 |0.000 |10.000 |ZTRD|2277.00 |BR|0070493032|CA0
Laboratorio De Patologia Bacchi Ltd||0070493032|0001|0308634673|20190619|PT|002000|CR11430|Suporte para 30 laminas, 5 pecas|ZXX|Proposta 2884010|20190618|87.00 |0.000 |3.000 |ZTRD|2277.00 |BR|0070493032|CA0
Stanley Electric US Co Inc||0070342164|0001|0308634684|20190619|9H|004000|L6514001|HEATER INSULATOR,HS-20,|TM|289157|20190618|1288.00 |0.000 |7.000 |ZTRD|1549.04 |US|0070342164|P23
Stanley Electric US Co Inc||0070342164|0001|0308634684|20190619|9H|003000|77261001|DRAIN PLUG FOR OIL|HM|289157|20190618|74.28 |0.000 |2.000 |ZTRD|1549.04 |US|0070342164|P23
Stanley Electric US Co Inc||0070342164|0001|0308634684|20190619|9H|001000|L8839301|KIT, COLD CAP GASKET|SV|289157|20190618|112.48 |0.000 |2.000 |ZTRD|1549.04 |US|0070342164|P23
Stanley Electric US Co Inc||0070342164|0001|0308634684|20190619|9H|002000|F2622001|FOLLOWER,COLD CAP, BRASS|HM|289157|20190618|74.28 |0.000 |2.000 |ZTRD|1549.04 |US|0070342164|P23
GE Precision Healthcare LLC||0070279882|0001|0308634690|20190619|9H|001000|L8908301|KIT,SIGHT GLASS,VHS|SV|11020292287|20190618|82.77 |0.000 |1.000 |ZTRD|101.87 |US|0070279882|R22
GE Precision Healthcare LLC||0070279882|0001|0308634690|20190619|9H|002000|699006025|CERAMIC BUSHING, FOR COLD CAP|SV|11020292287|20190618|19.10 |0.000 |1.000 |ZTRD|101.87 |US|0070279882|R22
Arkema Inc||0070297470|0001|0308634695|20190619|58|001000|5182-0837|Vial,HS,crimp,FB,20ml,clr,cert,100PK|VI|MC/Deidra Hymel|20190619|249.75 |0.000 |5.000 |ZTRD|249.75 |US|0070297470|
PCC Airfoils LLC||0070040548|0001|0308634701|20190619|9H|001000|82850302|ION SOURCE, DUAL THORIATED IRIDIUM FIL.|SV|5110831|20190618|598.00 |0.000 |2.000 |ZTRD|598.00 |US|0070040548|P11
PCC Airfoils LLC||0070040548|0001|0308634703|20190619|9H|001000|K6948305|NEOVAC SY DIFF. PUMP, 1 GALLON|BC|5110819|20190618|501.00 |0.000 |1.000 |ZTRD|501.00 |US|0070040548|P11
BioVectra Inc||0070270493|0001|0308634704|20190619|JW|001000|100-2000|Custom Agilent GC Column|ZBLOC|072147|20190607|1210.50 |0.000 |1.000 |ZTRD|1210.50 |CA|0070270493|
McGill University||0070105710|0001|0308634719|20190619|SR|001000|240205|StrataClone PCR Cloning Kit|BC|MC/Leventis|20190618|318.60 |0.000 |1.000 |ZTRD|318.60 |CA|0070278644|
McGill University||0070105710|0001|0308634719|20190619|SR|001020|240205-5|STRATACLONE PCR CLONING KIT|BC|MC/Leventis|20190618|0.00 |0.000 |1.000 |ZTRD|318.60 |CA|0070278644|
McGill University||0070105710|0001|0308634719|20190619|SR|001010|200185|STRATACLONE SOLOPACK|BC|MC/Leventis|20190618|0.00 |0.000 |1.000 |ZTRD|318.60 |CA|0070278644|
Conax Technologies LLC||0070337390|0001|0308634732|20190619|9H|001000|FG0450CI|Gasket,Cu,1/4 Hard,4.50in CFF,10/PK|VAC|MC/Toth|20190619|62.60 |0.000 |1.000 |ZTRD|62.60 |US|0070337390|P21
Seattle University||0070107756|0001|0308634739|20190619|UF|001000|5067-1512|RNA 6000 Nano reagents|BC|P0040376|20190618|456.32 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
Seattle University||0070107756|0001|0308634739|20190619|UF|001010|5065-9940|Pre-packed Tubes for RNA-Assays|BC|P0040376|20190618|0.00 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
Seattle University||0070107756|0001|0308634739|20190619|UF|001020|G2938-80023|Reagents RNA Nano|BC|P0040376|20190618|0.00 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
Seattle University||0070107756|0001|0308634739|20190619|UF|002010|G2938-80038|RNA 6000 Nano ladder|BC|P0040376|20190618|0.00 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
Seattle University||0070107756|0001|0308634739|20190619|UF|002020|G2938-90402|2100 MSDS Link Tech Note ENG|LP|P0040376|20190618|0.00 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
Seattle University||0070107756|0001|0308634739|20190619|UF|002000|5067-1529|RNA 6000 Nano ladder|BC|P0040376|20190618|204.68 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
Seattle University||0070107756|0001|0308634739|20190619|UF|001050|G2938-90037|Quick Guide RNA 6000 Nano Kit|LP|P0040376|20190618|0.00 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
Seattle University||0070107756|0001|0308634739|20190619|UF|001040|G2938-90402|2100 MSDS Link Tech Note ENG|LP|P0040376|20190618|0.00 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
Seattle University||0070107756|0001|0308634739|20190619|UF|001030|G2938-80038|RNA 6000 Nano ladder|BC|P0040376|20190618|0.00 |0.000 |1.000 |ZTRD|661.00 |US|0070107756|
University of California|Los Angeles|0070028327|0001|0308634740|20190619|UF|008000|5067-5580|High Sens. RNA ScreenTape Sample Buffer|BC|1625UWF67900|20190617|146.52 |0.000 |2.000 |ZTRD|4226.67 |US|0070028327|
University of California|Los Angeles|0070028327|0001|0308634740|20190619|UF|007000|5067-5579|High Sensitivity RNA ScreenTape|BC|1625UWF67900|20190617|437.40 |0.000 |2.000 |ZTRD|4226.67 |US|0070028327|
University of California|Los Angeles|0070028327|0001|0308634740|20190619|UF|006000|5067-5577|RNA ScreenTape Sample Buffer|BC|1625UWF67900|20190617|318.15 |0.000 |5.000 |ZTRD|4226.67 |US|0070028327|
University of California|Los Angeles|0070028327|0001|0308634740|20190619|UF|001000|5067-5365|Genomic DNA ScreenTape|BC|1625UWF67900|20190617|793.80 |0.000 |3.000 |ZTRD|4226.67 |US|0070028327|
University of California|Los Angeles|0070028327|0001|0308634740|20190619|UF|002000|5067-5366|Genomic DNA Reagents|BC|1625UWF67900|20190617|523.80 |0.000 |3.000 |ZTRD|4226.67 |US|0070028327|
University of California|Los Angeles|0070028327|0001|0308634740|20190619|UF|005000|5067-5576|RNA ScreenTape|BC|1625UWF67900|20190617|738.00 |0.000 |4.000 |ZTRD|4226.67 |US|0070028327|
University of California|Los Angeles|0070028327|0001|0308634740|20190619|UF|004000|5067-5584|High Sensitivity D1000 ScreenTape|BC|1625UWF67900|20190617|947.70 |0.000 |3.000 |ZTRD|4226.67 |US|0070028327|
University of California|Los Angeles|0070028327|0001|0308634740|20190619|UF|003000|5067-5585|High Sensitivity D1000 Reagents|BC|1625UWF67900|20190617|321.30 |0.000 |3.000 |ZTRD|4226.67 |US|0070028327|
The Medical Center|DBA Piedmont Columbus Regional Midt|0070517744|0001|0308634744|20190619|PT|020016|GC80711-2|Wash Buffer (20x) (Dako Omnis)|ZXX|2000973097|20190604|47.77 |0.000 |1.000 |ZTRD|542.00 |US|0070580971|
The Medical Center|DBA Piedmont Columbus Regional Midt|0070517744|0001|0308634744|20190619|PT|019016|GA63261-2|FLX Moa Hu CD34 Cl II QBEnd10 RTU Omnis|ZBLOC|2000973097|20190604|246.40 |0.000 |2.000 |ZTRD|542.00 |US|0070580971|
The Medical Center|DBA Piedmont Columbus Regional Midt|0070517744|0001|0308634744|20190619|PT|019013|IR66061-2|FLX Moa Hu Syn, cl DAK-SYNAP, RTU, Link|ZBLOC|2000973097|20190604|247.83 |0.000 |2.000 |ZTRD|542.00 |US|0070580971|
Les Mines Opinaca Ltée||0070549748|0001|0308634749|20190619|58|001000|3710034600|Peri pump tubes, PVC, blue/blue. 12/pk|ZXX|4510134088|20190618|304.15 |0.000 |5.000 |ZTRD|304.15 |CA|0070549748|
Eurofins Product Testing US Inc||0070445163|0001|0308634752|20190619|58|001000|5181-3323|Ferrule, 0.4mm VG 0.1-0.25 col 10/PK|HM|US047196663|20190619|54.46 |0.000 |1.000 |ZTRD|54.46 |US|0070445163|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|UF|002000|5065-4401|Estación cebado chips bioanalizador 2100|ZXX|AGI-19-004|20190619|859.44 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|SR|003000|300600|Alien QRT-PCR Inhibitor Alert|BC|AGI-19-004|20190619|370.80 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|8P|004000|G2938-68300|Conjunto de chips de prueba|BC|AGI-19-004|20190619|245.72 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|UF|005000|A2300-1250-5580|Micr. 12capilares largos para FA, 55 cm|ZXX|AGI-19-004|20190619|806.68 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|UF|001020|G2938-68706|Syringe Kit|FA|AGI-19-004|20190619|0.00 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|UF|001030|G2938-85004|High Sensitivity DNA Reagent I|BC|AGI-19-004|20190619|0.00 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|UF|001050|G2938-90322|2100 High sensitiv DNA Quick Guide ENG|LP|AGI-19-004|20190619|0.00 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|UF|001010|G2938-68000|High Sensitivity DNA 10 Chips|BC|AGI-19-004|20190619|0.00 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|UF|001000|5067-4626|Kit de DNA de alta sensibilidad|ZHW|AGI-19-004|20190619|583.48 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
GenLab del Peru SAC||0070542928|0001|0308634764|20190619|UF|001040|G2938-90402|2100 MSDS Link Tech Note ENG|LP|AGI-19-004|20190619|0.00 |0.000 |1.000 |ZTRD|2866.12 |PE|0070542928|
University of Calgary||0070161516|0001|0308634769|20190619|SR|001000|400753|Absolutely RNA Nanoprep Kit, 50 preps|BC|0000919515|20190619|648.00 |0.000 |2.000 |ZTRD|648.00 |CA|0070161516|
Syngenta Proteção de Cultivos Ltda||0070208633|0001|0308634771|20190619|8P|002000|5067-4734|Vacuum Chamber SS SK 04074|VL|8800397337|20190617|3752.27 |0.000 |1.000 |ZTRD|9668.63 |BR|0070208633|
Syngenta Proteção de Cultivos Ltda||0070208633|0001|0308634771|20190619|8P|003000|G1311-60007|Vacuum Pump prep|VL|8800397337|20190617|5916.36 |0.000 |1.000 |ZTRD|9668.63 |BR|0070208633|
Nova Research Inc||0070104521|0001|0308634775|20190619|58|001000|HMT200-2|Trap, Hydrocarbon-H2O, 1/8in, 200cc|ME|B3368|20190619|162.00 |0.000 |1.000 |ZTRD|162.00 |US|0070104521|
Darling International Canada Inc|Rothsay Div|0070306082|0001|0308634787|20190619|58|001000|5181-3308|Ferrule VG-1 no hole for MS 10/PK|CONS|256612|20190618|211.28 |0.000 |3.000 |ZTRD|397.44 |CA|0070306082|
Darling International Canada Inc|Rothsay Div|0070306082|0001|0308634787|20190619|58|002000|5183-4448|Vial,screw,4ml,clr,100PK|VI|256612|20190618|149.47 |0.000 |5.000 |ZTRD|397.44 |CA|0070306082|
Darling International Canada Inc|Rothsay Div|0070306082|0001|0308634787|20190619|58|003000|5183-4461|Black cap,13-425 open screw top, 100PK|VI|256612|20190618|36.69 |0.000 |5.000 |ZTRD|397.44 |CA|0070306082|
KEMET Electronics Corp||0070163248|0001|0308634797|20190619|9H|001000|82850302|ION SOURCE, DUAL THORIATED IRIDIUM FIL.|SV|328655|20190617|598.00 |0.000 |2.000 |ZTRD|598.00 |US|0070498307|P21
