~id,product_item:String,product_line:String,product_desc:String,~label
GA07761-2,8000,PT,"FLX Moa Hu GCDFP-15, cl 23A3, RTU, Omni",product
GA60761-2,7000,PT,FLX Mab aHu NeurofProt cl 2F11 RTU Omnis,product
19244-80560,2000,AA,"Jet, Adaptable, capillary, 0.29mm ID",product
G1544-20610,1000,8P,CU TUBE 360mm .065 .125,product
5023-0271,1000,58,"Frit for 1290 Inline Filter, 0.3um, 5/pk",product
5021-1822,2000,58,"Flexible tubing, 280 mm, 0.12 mm id.",product
G2938-90322,6050,UF,2100 High sensitiv DNA Quick Guide ENG,product
G2938-90402,6040,UF,2100 MSDS Link Tech Note ENG,product
G2938-85004,6030,UF,High Sensitivity DNA Reagent I,product
G2938-68706,6020,UF,Syringe Kit,product
G2938-68000,6010,UF,High Sensitivity DNA 10 Chips,product
5067-4626,6000,UF,High Sensitivity DNA Kit,product
G2938-68000,5010,UF,High Sensitivity DNA 10 Chips,product
G2938-68706,5020,UF,Syringe Kit,product
5067-4626,5000,UF,High Sensitivity DNA Kit,product
G2938-90402,5040,UF,2100 MSDS Link Tech Note ENG,product
G2938-85004,5030,UF,High Sensitivity DNA Reagent I,product
G2938-90322,5050,UF,2100 High sensitiv DNA Quick Guide ENG,product
G1103-60001,2000,58,"Tungsten Lamp assembly, G1315A, 8453",product
2140-0590,1000,58,"Deuterium lamp, 1100/1200 DAD/MWD",product
AR1679C-2,1020,PT,Artisan Gomoris Trich kit,product
AR41030-7,1010,PT,"Artisan - Slide clips, 50 per Box",product
AR16792-2,1000,PT,Artisan Gomoris Trich kit,product
H1141H,2080,74,Installation (44K),product
01046-60105,4040,29,Cabo de sinal,product
G1316A,3000,29,Compartimento para termostatizacao,product
UP_FRONT_SERVICE_H,3030,74,Up Front Support Services for Hardware,product
01200-90175,2050,29,Existing Waters Empower License Doc,product
G4800-64600,2040,29,InfinityLab LC Series User Documentation,product
H1142H,2090,74,Familiarization at Installation (44L),product
G1316-64050,3010,29,1260 TCC 600bar,product
8121-1809,3020,29,"Power Cord, Brazil, C13, 250V Max",product
UP_FRONT_SERVICE_H,4070,74,Up Front Support Services for Hardware,product
8121-1809,2060,29,"Power Cord, Brazil, C13, 250V Max",product
UP_FRONT_SERVICE_H,2070,74,Up Front Support Services for Hardware,product
H1141H,3040,74,Installation (44K),product
5023-0202,4020,29,Patch Cable Shielded 7M,product
H1149H,3050,74,Support Funding,product
G4212B,4000,29,1260 Diode Array Detector,product
G4212-64050,4010,29,1260 Infinity Diode Array Detector,product
5023-0203,4030,29,Patch Cable Crossover Shielded 3M,product
G7167-60101,2030,29,InfinityLab Sample Thermostat,product
G7129-64000,2010,29,1260 Infinity II Vialsampler,product
G7129A,2000,29,1260 Infinity II Vialsampler,product
H1149H,1150,74,Support Funding,product
G7129-68210,2020,29,Drawer-Kit 100 x 2ml Vials Classic,product
H1141H,1130,74,Installation (44K),product
H1149H,2100,74,Support Funding,product
UP_FRONT_SERVICE_H,1120,74,Up Front Support Services for Hardware,product
8121-1809,1110,29,"Power Cord, Brazil, C13, 250V Max",product
G1311-64065,1100,29,1260 Quat Pump 600bar with AIV+ASW,product
699975-902,1050,29,"Poroshell 120,EC-C18, 4.6x50mm,2.7um",product
G7120-68708,1040,29,InfinityLab System Tool kit,product
M8550-60000,1030,29,eFamiliarization LC HW,product
G4201-68707,1060,29,HPLC Starter Kit incl. 0.17mm id cap,product
G4800-64500,1070,29,Agilent LC Hardware Documentation Media,product
5067-4770,1080,29,Solvent Cabinet Kit (Boxed),product
G1311-90300,1020,29,1260 Quat LC System User Manual ENG,product
G1311-60003,1010,29,Conjunto da tampa para frasco,product
G1311B,1000,29,1260 Quaternary Pump,product
H1142H,1140,74,Familiarization at Installation (44L),product
M8550-64010,1090,29,Agilent Lab Advisor Advanced Software,product
R26H091,5010,74,Analytical Instr Qualification-On Demand,product
8121-1809,4060,29,"Power Cord, Brazil, C13, 250V Max",product
G4212-60008,4050,29,Max-Light Cartridge Cell 10mm,product
H1142H,4090,74,Familiarization at Installation (44L),product
H1141H,4080,74,Installation (44K),product
H1149H,4100,74,Support Funding,product
SYS-LC-1260,5000,74,LC 1260 System,product
8660-0791,1000,58,alumina powder,product
G1833-65404,2000,AA,Polishing paper kit 5 shts No.400+1200,product
AR1651B-2,39029,PT,Artisan PAS Stain Kit Box,product
AR41030-7,39039,PT,"Artisan - Slide clips, 50 per Box",product
AR1651A-2,39019,PT,Artisan PAS Stain Kit Box 1,product
K346811-2,37009,PT,"Liquid DAB+, 110 mL",product
AR17111-2,38009,PT,Artisan Alpha Amylase,product
S080983-2,31006,PT,Dako Ab Diluent,product
CS70430-2,30006,PT,"Dako Coverglass 24 x 50 mm, 1000 pcs",product
M731001-2,21002,PT,"Mono Mo a Hu CD4, cl 4B12",product
K520721-5,20002,PT,Hct f the Dako AS (50 tests),product
AR41030-7,19022,PT,"Artisan - Slide clips, 50 per Box",product
AR1581C-2,19012,PT,Artisan Iron Stain Kit,product
AR16511-2,39009,PT,Artisan PAS Stain Kit,product
AR15811-2,19002,PT,Artisan Iron Stain Kit,product
X090930-2,40009,PT,"Prot Block, Serum Free, 110 mL",product
K800721-2,41009,PT,EnV FLEX Wash Buffer (20x),product
AR1799B-2,2020,PT,"Artisan Ret/Nuc Fast Red Stain Kit, Box",product
AR41030-7,2030,PT,"Artisan - Slide clips, 50 per Box",product
AR16192-2,1000,PT,Artisan Congo Red Stain Kit,product
AR41030-7,1010,PT,"Artisan - Slide clips, 50 per Box",product
AR1619C-2,1020,PT,Artisan Congo Red Stain Kit,product
AR17992-2,2000,PT,Artisan Ret/Nuc Fast Red Stain Kit,product
AR1799A-2,2010,PT,"Artisan Ret/Nuc Fast Red Stain Kit, Box",product
5181-1270,1000,58,"Insertos 250 ul pie polimérico, 100/paq.",product
A001202-2,1000,RP,Rb a Hu Alpha-1-Antitrypsin,product
AR41030-7,1030,PT,"Artisan - Slide clips, 50 per Box",product
AR1651B-2,1020,PT,Artisan PAS Stain Kit Box,product
AR16511-2,1000,PT,Artisan PAS Stain Kit,product
AR1651A-2,1010,PT,Artisan PAS Stain Kit Box 1,product
8121-1809,7020,29,"Power Cord, Brazil, C13, 250V Max",product
M8550-60000,1030,29,eFamiliarization LC HW,product
G7121A,7000,29,1260 Infinity II Fluorescence Detector,product
01046-60105,6020,29,Cabo de sinal,product
H1149H,6100,74,Support Funding,product
8121-1809,6060,29,"Power Cord, Brazil, C13, 250V Max",product
H1142H,6090,74,Familiarization at Installation (44L),product
G7121-64000,7010,29,1260 Inf-II FLD,product
H1141H,6080,74,Installation (44K),product
UP_FRONT_SERVICE_H,6070,74,Up Front Support Services for Hardware,product
G1314-60186,6050,29,"Standard flow cell VWD,10mm 14ul,RFID",product
5062-8522,6040,29,Tubo coletor para HPLC,product
G7114-64010,6030,29,1260 Infinity II VWD,product
H1142H,2090,74,Familiarization at Installation (44L),product
8121-1809,3020,29,"Power Cord, Brazil, C13, 250V Max",product
UP_FRONT_SERVICE_H,2070,74,Up Front Support Services for Hardware,product
H1149H,2100,74,Support Funding,product
G1316A,3000,29,Compartimento para termostatizacao,product
8121-1809,2060,29,"Power Cord, Brazil, C13, 250V Max",product
01200-90175,2050,29,Existing Waters Empower License Doc,product
H1141H,2080,74,Installation (44K),product
G7167-68711,2045,29,Multidraw Kit Infinity II,product
G4800-64600,2040,29,InfinityLab LC Series User Documentation,product
G7129-68210,2020,29,Drawer-Kit 100 x 2ml Vials Classic,product
G7129-64000,2010,29,1260 Infinity II Vialsampler,product
G1316-64050,3010,29,1260 TCC 600bar,product
G7129A,2000,29,1260 Infinity II Vialsampler,product
UP_FRONT_SERVICE_H,3030,74,Up Front Support Services for Hardware,product
H1149H,1150,74,Support Funding,product
H1142H,1140,74,Familiarization at Installation (44L),product
H1141H,1130,74,Installation (44K),product
5023-0203,6010,29,Patch Cable Crossover Shielded 3M,product
H1141H,3040,74,Installation (44K),product
H1149H,3050,74,Support Funding,product
UP_FRONT_SERVICE_H,1120,74,Up Front Support Services for Hardware,product
G7114A,6000,29,1260 Infinity II VW Detector,product
8121-1809,1110,29,"Power Cord, Brazil, C13, 250V Max",product
G1311-64065,1100,29,1260 Quat Pump 600bar with AIV+ASW,product
G7167-60101,2030,29,InfinityLab Sample Thermostat,product
M8550-64010,1090,29,Agilent Lab Advisor Advanced Software,product
G4800-64500,1070,29,Agilent LC Hardware Documentation Media,product
G4201-68707,1060,29,HPLC Starter Kit incl. 0.17mm id cap,product
699975-902,1050,29,"Poroshell 120,EC-C18, 4.6x50mm,2.7um",product
5067-4770,1080,29,Solvent Cabinet Kit (Boxed),product
G7120-68708,1040,29,InfinityLab System Tool kit,product
G1311-90300,1020,29,1260 Quat LC System User Manual ENG,product
G1311-60003,1010,29,Conjunto da tampa para frasco,product
G1311B,1000,29,1260 Quaternary Pump,product
UP_FRONT_SERVICE_H,7030,74,Up Front Support Services for Hardware,product
H1141H,7040,74,Installation (44K),product
H1142H,7050,74,Familiarization at Installation (44L),product
H1149H,7060,74,Support Funding,product
SYS-LC-1260-E,8000,74,LC 1260 System Enhanced LC Features,product
R26H091,8010,74,Analytical Instr Qualification-On Demand,product
G2938-90322,2050,UF,2100 High sensitiv DNA Quick Guide ENG,product
G2938-90402,2040,UF,2100 MSDS Link Tech Note ENG,product
G2938-85004,2030,UF,High Sensitivity DNA Reagent I,product
G2938-68706,2020,UF,Syringe Kit,product
G2938-68000,2010,UF,High Sensitivity DNA 10 Chips,product
5067-4626,2000,UF,High Sensitivity DNA Kit,product
600679,1000,SR,"Herculase II Fusion DNA Plymerase,400rxn",product
GC81030-2,48007,PT,Clearify,product
5182-0715,2000,58,"Vial,screw,2ml,clr,WrtOn,cert,100PK",product
5182-0720,1000,58,"Caps, screw type, blue  100/PK",product
5183-4477,2000,58,"Hdspc Al crmp cap,PTFE/Si sep,20mm,100PK",product
5182-0837,1000,58,"Vial,HS,crimp,FB,20ml,clr,cert,100PK",product
9515106,1000,9H,VARIABLE LEAK VALVE,product
FREIGHT-11,2000,9H,Freight Charge,product
L8839301,1000,9H,"KIT, COLD CAP GASKET",product
5040-4671,1000,58,Ergonomic Manual DeCapper for 20mm caps,product
410088,1000,SR,"Polypropylene 96-Well Tube Plates,25",product
5040-4669,1000,58,Ergonomic Manual Crimper for 20mm caps,product
5067-5584,3000,UF,High Sensitivity D1000 ScreenTape,product
5067-5585,4000,UF,High Sensitivity D1000 Reagents,product
5067-5579,9000,UF,High Sensitivity RNA ScreenTape,product
5182-0718,1000,58,Screw cap green  100/PK,product
5182-0716,2000,58,"Vial,screw,2ml,ambr,WrtOn,cert,100PK",product
647310170,1000,9H,"HEATER, VHS-10/400 PUMP, 480V/2200W",product
K7667001,2000,9H,"HEATER CRUSH PLATE,VHS10/400",product
121-1324,1000,JW,"DB-624 20m, 0.18mm, 1.00u",product
5183-4642,1000,58,"2 Stg Rgltr,brs,125psi,CGA350,1/8in,fttg",product
0100-0118,2020,58,1/8inch x 1/4inch brass tubing connector,product
5183-4644-P,2010,58,"2 Stg Rgltr,brass,125psi,CGA580,w/o fttg",product
5183-4644,2000,58,"2 Stg Rgltr,brs,125psi,CGA580,1/8in,ftg",product
0100-0118,1020,58,1/8inch x 1/4inch brass tubing connector,product
5183-4642-P,1010,58,"2 Stg Rgltr,brass,125psi,CGA350,w/o fttg",product
G3188-27502,3000,58,"Ferrule, flexi, inert  0.32mm col 10/PK",product
G3188-27501,2000,58,"Ferrule, flexi inert  0.25mm col 10/PK",product
G3184-60065,1000,AA,"Tee,inert for capillary flow technology",product
0100-1855,2000,58,"Rotor seal (Vespel, 400 bar, 3 grooves)",product
G1314-60100,1000,58,D2 Lamp L6903 with Box,product
8650-0030,1000,58,"Nylon gloves, large",product
G1099-20136,2000,AA,Transfer line sckt,product
G2589-20100,3000,AA,"Drawout Plate, 3mm, for inert source",product
01018-22707,1000,AA,PTFE Frits 5PK,product
5067-4728,2000,AA,Seal Cap Assembly,product
S080983-2,1000,PT,Dako Ab Diluent,product
G1311-60070,1000,8P,4-Channel Degassing Unit,product
5181-3400,1000,58,"2ml Crimp vial, cap, Septa PTFE/R 500/PK",product
K800921-2,41000,PT,"EnV FLEX+ Rb (LINKER) (Link), Mab a Rb",product
L6141303,1000,9H,"TC,536,S/S,1/8in NPT,W/BAFFLE,LASER WELD",product
5062-2484,7000,AA,Gaskets wash seal  6/PK,product
01018-22707,5000,AA,PTFE Frits 5PK,product
5063-6589,4000,AA,Plunger seal for 1100/1200 and 1050 2/PK,product
5181-3391,6000,AA,Fixed inlet splitter 0.32mm id,product
0905-1718,3000,AA,"Wash seal PE 1290 Infinity LC, 1/pk",product
0905-1719,2000,AA,"Pump seal PE 1290 Infinity LC, 1/PK",product
5067-4699,1000,AA,1290 Infinity pump service kit,product
212205,1000,SR,pBluescript II SK(+) Phagemid Kit,product
R2926301,1000,9H,VS SERIES PROGRAMMED DISPLAY,product
5042-1385,1000,58,"96 well plates, 0.5ml, PP, 120PK",product
6910010500,5000,AA,"O-ring burner base, nitrile. 1/pk",product
1510226700,1000,AA,"Lock nut for nebulizer adjr M12X0.5, 1/p",product
6910037000,4000,58,O-ring spray chamber Mark 7 Nitrile,product
1510226600,3000,AA,"Spray chamber mounting screw, 1/pk",product
1510226800,2000,AA,"Screw, nebulizer capillary adjuster, 1/p",product
6910012100,6000,58,O-Ring S/C Bung 1ID x 1-3/16OD x 3/32 IN,product
01046-60105,3040,29,"Cable, Universal Data",product
G7115-64000,3030,29,1260 Infinity II DAD,product
5023-0203,3020,29,Patch Cable Crossover Shielded 3M,product
5023-0202,3010,29,Patch Cable Shielded 7M,product
8120-1378,3060,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G7115A,3000,29,1260 Infinity II Diode Array Detector WR,product
H1141H,2080,74,Installation (44K),product
UP_FRONT_SERVICE_H,2070,74,Up Front Support Services for Hardware,product
8120-1378,2060,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
H1141H,5040,74,Installation (44K),product
5067-5955,5020,29,Holder Local User Interface Kit,product
G4208-64050,5010,29,1200 Infinity Series Instant Pilot,product
G4208A,5000,29,1200 Infinity Series Instant Pilot,product
UP_FRONT_SERVICE_H,5030,74,Up Front Support Services for Hardware,product
G1315-60022,3050,29,"Standard flow cell 10mm, 13uL, 120bar",product
H1142H,4090,74,Familiarization at Installation (44L),product
UP_FRONT_SERVICE_H,4070,74,Up Front Support Services for Hardware,product
8120-1378,4060,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G4260B,4000,29,Agilent 1260 Infinity II ELSD,product
UP_FRONT_SERVICE_H,3070,74,Up Front Support Services for Hardware,product
H1141H,3080,74,Installation (44K),product
H1142H,3090,74,Familiarization at Installation (44L),product
G4260-64200,4010,29,New-1260 Infinity ELSD-Non Cooled,product
G4260-60005,4020,29,1260/1290 ELSD Infinity I Trigger Cable,product
H1141H,4080,74,Installation (44K),product
PL0880-0310,4030,29,Analog Output Cable,product
G4260-63001,4040,29,1260 ELSD Infinity II Trigger Cable,product
PL0890-0640,4050,29,ELSD air adapter kit G4260B/G4261B ELSD,product
G7120-60007,1030,29,Bottle Head Assembly,product
G4800-64600,1070,29,InfinityLab LC Series User Documentation,product
G7111B,1000,29,1260 Infinity II Quaternary Pump,product
G7111-64060,1010,29,1260 Quat Pump 600bar Inf II PIV ASW,product
5067-5760,1020,29,Solvent cabinet Infinity II,product
9301-6524,1040,29,"Solvent bottle clear, 1000ml",product
9301-6526,1050,29,"Solvent bottle amber, 1000ml",product
695975-902T,1060,29,"Poroshell 120 EC-C18,4.6x 100mm,2.7um,T",product
M8555-64010,1080,29,Agilent Lab Advisor Basic Software,product
G4279-64000,1090,29,Instrument Control Framework (ICF),product
H1141H,1130,74,Installation (44K),product
G7111-90300,1100,29,Infinity II Iso- Quat- System Manual ENG,product
8120-1378,1110,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
UP_FRONT_SERVICE_H,1120,74,Up Front Support Services for Hardware,product
H1142H,1140,74,Familiarization at Installation (44L),product
G7129-60010,2030,29,Drawer for 66 x 2 ml Vials,product
G7129A,2000,29,1260 Infinity II Vialsampler,product
G7129-64000,2010,29,1260 Infinity II Vialsampler,product
G7130-60030,2020,29,Integrated Column Compartment 3ul-Heater,product
H1142H,2090,74,Familiarization at Installation (44L),product
01200-90176,2050,29,Existing other 3rd party License Doc,product
G4800-64600,2040,29,InfinityLab LC Series User Documentation,product
G7005-60061,1000,AA,"Filament,high temperature EI for GCMS",product
07673-40180,2000,58,"Diffusion caps for 4ml vials, 12/PK",product
CP17973,1000,58,Gas Clean Filter Carrier Gas,product
5041-2168,2000,AA,"Glass filter, solvent inlet",product
5182-0714,3000,58,"Vial,screw,2ml,clr,cert,100PK",product
5188-6591,1000,58,"Vial,screw,300ul,w/insrt,clr,100PK",product
K800221-2,1000,PT,"EnV FLEX+, High pH (Link)",product
IR50361-2,24000,PT,"FLEX Poly Rb a Hu CD3, RTU",product
IR60461-2,25000,PT,"FLEX Mono Mo a Hu CD20cy, cl L26, RTU",product
IR75161-2,26000,PT,"FLX Moa Hu CD45, LCA, cl 2B11+PD7/26,RT",product
IR75066-2,27000,PT,"FLEX Mo Universal Neg. Contr, RTU, Link",product
SK31090-2,2000,PT,ER/PR pharmDx Kit (Link),product
SK00121-5,1000,PT,Hct f Autom Link Platforms,product
5067-5584,2000,UF,High Sensitivity D1000 ScreenTape,product
5067-5582,1000,UF,D1000 ScreenTape,product
690970-902,2000,BC,"Poroshell 120, EC-C18, 4.6x250mm, 4um",product
123-7354,1000,JW,"DB-WAXETR 50m, 0.32mm, 1.00u",product
19091Z-233,1000,JW,"HP-1 30m, 0.25mm, 1.0u",product
102416-100,1000,XF,Seahorse XFe96 FluxPak,product
AR1759C-2,1020,PT,Artisan Gram Stain Kit,product
AR41030-7,1010,PT,"Artisan - Slide clips, 50 per Box",product
AR17592-2,1000,PT,Artisan Gram Stain Kit,product
G2938-90402,1050,UF,2100 MSDS Link Tech Note ENG,product
5067-1504,1000,UF,DNA 1000 kit,product
5067-5586,4000,UF,D1000 Ladder,product
G2938-90015,1040,UF,Agilent DNA 1000 Kit Quick Start Guide,product
G2938-80020,1030,UF,Reagents DNA 1000,product
5067-5583,3000,UF,D1000 Reagents,product
5067-5582,2000,UF,D1000 ScreenTape,product
5067-1522,1010,UF,DNA-25-Chips,product
G2938-68706,1020,UF,Syringe Kit,product
G1103-60001,1000,58,"Tungsten Lamp assembly, G1315A, 8453",product
963967-902,1000,BC,"Eclipse XDB-C18 4.6x150,3.5u Rapid Resol",product
G3280-80053,1000,58,Torch quartz 2.5mm id for ICP-MS,product
K800221-2,3004,PT,"EnV FLEX+, High pH (Link)",product
600107,3010,SR,"AffinityScript MultiTempRvrseTrnsc,50rxn",product
G2938-90322,2050,UF,2100 High sensitiv DNA Quick Guide ENG,product
G2938-90402,2040,UF,2100 MSDS Link Tech Note ENG,product
G2938-85004,2030,UF,High Sensitivity DNA Reagent I,product
G2938-90037,1070,UF,Quick Guide RNA 6000 Nano Kit,product
G2938-90402,1060,UF,2100 MSDS Link Tech Note ENG,product
5067-4626,2000,UF,High Sensitivity DNA Kit,product
G2938-80038,1050,UF,RNA 6000 Nano ladder,product
G2938-68000,2010,UF,High Sensitivity DNA 10 Chips,product
G2938-68706,2020,UF,Syringe Kit,product
G2938-80023,1040,UF,Reagents RNA Nano,product
600109,3000,SR,"AffinityScript MltiTmpRvrseTrnscr,200rxn",product
G2938-68706,1030,UF,Syringe Kit,product
5067-1521,1020,UF,RNA-NANO-25 Chips,product
5065-9940,1010,UF,Pre-packed Tubes for RNA-Assays,product
5067-1511,1000,UF,RNA 6000 Nano kit,product
200315,1000,SR,"XL10-Gold Competent Cells, 10 x 100 ul",product
PL1110-1520,2000,BC,PLgel 5um Guard 50 x 7.5 mm,product
PL1110-6504,1000,BC,PLgel 5um MIXED-D 300 x 7.5 mm,product
M724001-2,1000,PT,"Mo a Hu Ki-67 Ag, cl MIB-1",product
S300130-2,1000,PT,Tris-Buffered Saline (TBS) (For 6 x 1 L),product
647316045,1000,9H,"HEATER, HS-16 PUMP, 480V, NO LEADS",product
PL1312-1502,1000,BC,PLRP-S 1000A 5uM 50X1.0MM,product
G3430-20011,2000,8P,Aux Frit Case - Zero Restriction,product
G1530-61580,3000,8P,COLUMN CLIP KIT,product
19234-60660,8000,8P,"Restrictor, Blue Dot",product
G3188-27504,1000,58,"Ferrule, flexi, inert, no hole,  10/PK",product
19231-60770,7000,8P,Restrictor FID HYD (RED),product
160-2635-5,4000,JW,"FS, Deact -.100mm X 5m (Ret.Gap,no cage)",product
05988-20066,5000,AA,Column Nut for MS interface,product
5062-3508,6000,58,"Ferrule, 0.4mm VG cond .25 col lng 10/PK",product
5067-4648,1000,AA,SST cap. 0.17mm ID 700mm pre-swaged,product
G1312-60067,2000,AA,Outlet Ball Valve for 1100/1200/1260,product
G1312-60020,3000,AA,Cartridge for active inlet valve 600bar,product
G1312-60025,4000,AA,"Active inlet valve,without cartridge",product
6040-1361,5000,58,Oil for Vacuum-Pumps 1-Liter-bottle Petr,product
G1312-68741,6000,AA,PM kit for G1312 binary pump,product
G1367-68741,7000,AA,PM kit for G1367E sampler,product
600882,1000,SR,Brilliant III Ultra-Fast SYBR QPCR MM,product
G1312-67500,6000,AA,Calibration Capillary Assy,product
G1960-80060,7000,AA,"Capillary, FS, 0.6MM",product
5067-4651,1000,AA,Capillary ST 0.12x280 SL/SX,product
9300-2576,5000,58,"Bottle, 125ml Clear Borosilicate",product
G1312-60071,4000,AA,Purge Valve Long With PTFE Frit,product
5067-6127,3000,58,Blank nut long,product
G1312-87304,2000,AA,"SST Capillary 700x0.17mm, m/m, ps/ps",product
F018901-1,2000,RP,Poly Rb a Hu IgD/FITC,product
AR3141C-6,1020,PT,Artisan Maintenance Kit,product
AR41030-7,1010,PT,"Artisan - Slide clips, 50 per Box",product
AR31411-6,1000,PT,Artisan Maintenance Kit,product
5067-5577,2000,UF,RNA ScreenTape Sample Buffer,product
5067-5576,1000,UF,RNA ScreenTape,product
G7005-60061,3000,AA,"Filament,high temperature EI for GCMS",product
05971-80103,2000,AA,Electron multiplier replacement horn,product
CP8580,1000,JW,Select Olefins 120m x 0.32mm x 8um,product
G7102-64001,1020,29,New-1290 Infinity II ELSD Non-cooled,product
G4260-63001,1030,29,1260 ELSD Infinity II Trigger Cable,product
8120-1378,1040,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
UP_FRONT_SERVICE_H,1050,74,Up Front Support Services for Hardware,product
H1141H,1060,74,Installation (44K),product
G4260-60005,1010,29,1260/1290 ELSD Infinity I Trigger Cable,product
G7102A,1000,29,1290 Infinity II ELSD,product
5067-5578,3000,UF,RNA ScreenTape Ladder,product
5067-5577,2000,UF,RNA ScreenTape Sample Buffer,product
5067-5576,1000,UF,RNA ScreenTape,product
200517-4,1020,SR,-80 10rxn QUIKCHANGE  PARTS,product
210518-5,1010,SR,QUIKCHANGE LIGHTNING 10 REACT,product
210518,1000,SR,QuikChange Lightning 10 rxn,product
5067-5582,1000,UF,D1000 ScreenTape,product
IR62761-2,7004,PT,"FLX Moa Hu Calr, cl DAK-Calret 1, RTU",product
IR63761-2,6004,PT,"FLX Moa Hu Epithelial Ag, cl Ber-EP4,RT",product
IR05261-2,5004,PT,"FLEX Mab, X-H Melan, cl HMB-45, RTU,Lin",product
5062-8517,2000,58,"Frit adapter, 3mm  4/PK",product
5041-2168,1000,AA,"Glass filter, solvent inlet",product
5181-3323,2000,58,"Ferrule, 0.4mm VG 0.1-0.25 col 10/PK",product
5183-2085,1000,58,"250ul pulled pntconical glas insrt,100pk",product
G4220-60017,1000,AA,Bottle Head Assembly Ultra Clean Tubing,product
A7001100X046,1000,BC,Pursuit 3 PAH 100 x 4.6mm,product
G1099-20132,2000,AA,"Repeller Ultra-Clean, 5973",product
G3170-20530,5000,AA,"Lens insulator,597X MSD",product
5183-4757,6000,58,Septa Non-Stick BTO Inlet 11mm 50 pk,product
5181-8830,7000,58,"Column nut, universal   2/PK",product
G1544-80530,3000,AA,"GC Split Vent Replacement Cartridge,2/pk",product
G7005-60061,4000,AA,"Filament,high temperature EI for GCMS",product
8650-0029,8000,58,"Gloves, Nylon Sm",product
8650-0030,9000,58,"Nylon gloves, large",product
G1099-20133,1000,AA,Repeller insulator,product
5188-5365,1000,58,"Liner O-Ring, Non-Stick 10PK",product
5080-8732,4000,58,"Sleeves,  packed inlet, 170ul vol, 25/PK",product
5080-8894-100,3000,58,Septa General Purpose Gray 11mm 100/PK,product
5080-8896-50,2000,58,Septa General Purpose Gray  11mm 50/pk,product
5080-8898,1000,58,"O-Ring 12/PK, Fluoroelastomer, 0.426inID",product
5068-0007,1000,58,"2-pos/6-port, Rotor seal",product
G2938-68706,1020,UF,Syringe Kit,product
G2938-90402,1050,UF,2100 MSDS Link Tech Note ENG,product
G2938-90015,1040,UF,Agilent DNA 1000 Kit Quick Start Guide,product
G2938-80020,1030,UF,Reagents DNA 1000,product
5067-1522,1010,UF,DNA-25-Chips,product
5067-1504,1000,UF,DNA 1000 kit,product
959963-906,1000,BC,"Eclipse Plus C8,4.6x150mm,3.5um",product
G2938-90402,1060,UF,2100 MSDS Link Tech Note ENG,product
G2938-80038,1050,UF,RNA 6000 Nano ladder,product
G2938-80023,1040,UF,Reagents RNA Nano,product
G2938-68706,1030,UF,Syringe Kit,product
5067-1521,1020,UF,RNA-NANO-25 Chips,product
5067-1511,1000,UF,RNA 6000 Nano kit,product
5065-9940,1010,UF,Pre-packed Tubes for RNA-Assays,product
G2938-90037,1070,UF,Quick Guide RNA 6000 Nano Kit,product
5067-5366,1000,UF,Genomic DNA Reagents,product
H1142A,1040,74,Familiarization at Installation (44L),product
H1141A,1030,74,Installation (44K),product
UP_FRONT_SERVICE_S,1020,74,Up Front Support Services for Software,product
G3336-64000,1010,89,MassHunter Workstation Software Off-line,product
G3336AA,1000,89,MassHunter Workstation Software Off-line,product
H1147S,2050,74,1 Year SW Update/Phone Assist     (44W),product
UP_FRONT_SERVICE_S,2020,74,Up Front Support Services for Software,product
G3336-64000,2010,89,MassHunter Workstation Software Off-line,product
G3336AA,2000,89,MassHunter Workstation Software Off-line,product
H1147S,1050,74,1 Year SW Update/Phone Assist     (44W),product
5190-5099,2000,9P,Prem syring Fltr PES 0.45 25mm 100/pk,product
5190-5098,1000,9P,Prem Syring Fltr PES 0.2 25mm 100/pk,product
A0400MG2,1000,BC,MetaGuard MonoChrom 3u C18  2.0mm,product
AR17111-2,1000,PT,Artisan Alpha Amylase,product
AR1781B-2,1020,PT,AB/PAS/HEM Box 2,product
AR1781A-2,1010,PT,AB/PAS/HEM Box 1,product
AR1811C-2,2010,PT,Artisan Warthin-Starry Stain Kit,product
AR17811-2,1000,PT,Artisan AlcBlue/PAS/Htx Stain Kit,product
AR41030-7,1030,PT,"Artisan - Slide clips, 50 per Box",product
AR10211-2,3000,PT,"Artisan Wash Sol, 50x, 4 x 200 mL",product
AR18111-2,2000,PT,Artisan Warthin-Starry Stain Kit,product
AR41030-7,2020,PT,"Artisan - Slide clips, 50 per Box",product
2140-0820,1000,58,Deuterium lamp w. RFID for DAD/MWD,product
5041-2168,1000,AA,"Glass filter, solvent inlet",product
G3280-67047,1000,58,Peri pump tube Tygon 2-stop blu/org 12/p,product
AR10211-2,4000,PT,"Artisan Wash Sol, 50x, 4 x 200 mL",product
AR17111-2,5000,PT,Artisan Alpha Amylase,product
G1833-65569,4000,58,Peri pump tube 3-stop wht/wht 12/p,product
G3280-67047,3000,58,Peri pump tube Tygon 2-stop blu/org 12/p,product
X3760-64004,2000,58,AVF Platinum,product
5183-4688,1000,58,Environmental Calibration Standard,product
