Compnay Name1|Compnay Name2|Account ID|Account Role|Order Number|Order Date|Product Line|Product Item|Material Master Product ID|Product Decription|Primary Product|Purchase Order|P.O. Date|Purchase/Net Amount|Target Quantity|Order Quantity|Order Type|Total Order Value|Sold to Country|Ship to Account ID|Market Code
GSK Consumer Healthcare||0070005862|0001|0308630754|20190618|BC|001000|899999-888|Special Request,Zorbax HPLC Column|ZBLOC|3001745140|20190617|470.40 |0.000 |1.000 |ZTRD|470.40 |US|0070005862|
KVK-Tech Inc||0070229204|0001|0308630772|20190618|BC|001000|959943-906|Eclipse Plus C8,4.6x50mm,3.5um|ZXX|043875|20190617|893.60 |0.000 |2.000 |ZTRD|893.60 |US|0070229204|
Catalent Pharma Solutions Inc||0070261286|0001|0308630805|20190618|58|001000|5190-2288|Vial,HS,crimp,FB,20ml,clr,WrtOn,cert,100|VI|562524|20190617|194.45 |0.000 |4.000 |ZTRD|823.76 |US|0070261286|
Catalent Pharma Solutions Inc||0070261286|0001|0308630805|20190618|58|002000|5190-3163|Liner,UI,splitless,single taper,GW, 5/pk|FA|562524|20190617|629.31 |0.000 |5.000 |ZTRD|823.76 |US|0070261286|
Western University of Health|Sciences|0070014372|0001|0308630811|20190618|AA|001000|5062-8562|AIV Cartridge (400bar)|FA|P0093538|20190617|190.75 |0.000 |1.000 |ZTRD|190.75 |US|0070454911|
Seattle Genetics Inc||0070036750|0001|0308630837|20190618|XF|001000|201007-100|FILTER PLT 96 2ML GF 0.7UM LNG 25/CS|PL|527722|20190617|635.50 |0.000 |1.000 |ZTRD|635.50 |US|0070036750|
Hikma Pharmaceuticals USA Inc||0070111397|0001|0308630847|20190618|BC|001000|863953-906|Rx/SB-C8 Rapid Res HPLC Col 4.6 x 150|FA|5300029304|20190617|1785.35 |0.000 |3.000 |ZTRD|1785.35 |US|0070111397|
K C Pharmaceuticals Inc||0070013617|0001|0308630859|20190618|BC|001000|993967-902|Eclipse XDB-C18 4.6x150 5u Analytical|FA|P000044508|20190617|543.30 |0.000 |1.000 |ZTRD|1494.80 |US|0070013617|
K C Pharmaceuticals Inc||0070013617|0001|0308630859|20190618|BC|002000|820950-925|Eclipse XDB-C18 4.6x12.5,5u Grd Car 4/PK|FA|P000044508|20190617|203.51 |0.000 |1.000 |ZTRD|1494.80 |US|0070013617|
K C Pharmaceuticals Inc||0070013617|0001|0308630859|20190618|BC|003000|863967-902|Rx-C18 Rapid Res HPLC Col 4.6 x 150|FA|P000044508|20190617|543.69 |0.000 |1.000 |ZTRD|1494.80 |US|0070013617|
K C Pharmaceuticals Inc||0070013617|0001|0308630859|20190618|BC|004000|820950-914|Rx-C18 Guard Cartridges 4.6 x 12.5 4/PK|FA|P000044508|20190617|204.30 |0.000 |1.000 |ZTRD|1494.80 |US|0070013617|
Alnylam US Inc||0070570181|0001|0308630867|20190618|58|001000|05980-60051|Cloth, lint free  15/PK|FA|4510012293|20190617|77.40 |0.000 |1.000 |ZTRD|77.40 |US|0070570181|
US Biotek Laboratories Inc||0070118174|0001|0308630876|20190618|BC|001000|683975-914|Poroshell 120,SB-Aq,4.6x150mm,2.7um|ZXX|12624|20190617|751.02 |0.000 |1.000 |ZTRD|751.02 |US|0070118174|
Apotex Inc||0070223471|0001|0308630898|20190618|8P|001000|5063-6527|Tubing assembly|FL|7500008281|20190614|3983.60 |0.000 |140.000 |ZTRD|3983.60 |CA|0070223471|
Covance Labs||0060004733|0001|0308630903|20190618|AA|001000|G1544-80530|GC Split Vent Replacement Cartridge,2/pk|FL|0051152349|20190617|392.00 |0.000 |4.000 |ZTRD|392.00 |US|0070006398|
University of Utah||0070245722|0001|0308630919|20190618|AA|002000|G1312-87304|SST Capillary 700x0.17mm, m/m, ps/ps|CONS|U000195434|20190617|59.92 |0.000 |1.000 |ZTRD|184.96 |US|0070245722|
University of Utah||0070245722|0001|0308630919|20190618|AA|001000|G1312-67305|SST connecting capillary,60cm, 0.17mm|FA|U000195434|20190617|125.04 |0.000 |2.000 |ZTRD|184.96 |US|0070245722|
Novo Nordisk Research Center|Seattle Inc|0070277508|0001|0308630934|20190618|58|001000|2140-0820|Deuterium lamp w. RFID for DAD/MWD|LI|4203045594|20190617|1066.00 |0.000 |1.000 |ZTRD|1066.00 |US|0070277508|
Dow Agrosciences LLC||0070007614|0001|0308630941|20190618|AA|001000|5063-6586|Sapphire Piston|CE|4380687336|20190603|668.72 |0.000 |6.000 |ZTRD|668.72 |US|0070533075|
Dow Agrosciences LLC||0070007614|0001|0308630963|20190618|58|001000|2140-0590|Deuterium lamp, 1100/1200 DAD/MWD|LI|4380700495|20190613|505.04 |0.000 |1.000 |ZTRD|505.04 |US|0070533075|
Alberta Health Service||0070291408|0001|0308630965|20190618|58|001000|9301-0978|Vial,crimp/snap,250uL,PP,cert,1000CS|VI|DNC3098803|20190617|261.01 |0.000 |1.000 |ZTRD|429.20 |CA|0070162427|
Alberta Health Service||0070291408|0001|0308630965|20190618|58|002000|5182-0550|Snap cap with red silicone septa  100/PK|VI|DNC3098803|20190617|168.19 |0.000 |10.000 |ZTRD|429.20 |CA|0070162427|
Mayo Foundation For Medical|Education & Research|0070163440|0001|0308630985|20190618|V1|001000|G9205A|RapidFire cartridge, C18, Type C|ZHW|66699013|20190610|590.40 |0.000 |3.000 |ZTRD|590.40 |US|0070163440|
Mayo Foundation For Medical|Education & Research|0070163440|0001|0308630985|20190618|V1|001010|G9203-80105|RapidFire cartridge, C18 Type C|FT|66699013|20190610|0.00 |0.000 |3.000 |ZTRD|590.40 |US|0070163440|
Dow Agrosciences LLC||0070007614|0001|0308630987|20190618|58|001000|G1314-60100|D2 Lamp L6903 with Box|LI|4380700491|20190613|2006.00 |0.000 |4.000 |ZTRD|2006.00 |US|0070533075|
Mayo Foundation For Medical|Education & Research|0070163440|0001|0308631003|20190618|8P|001000|0905-1442|O-Ring, 2-277, Fluorocarbon, Black|FL|66699012|20190610|195.68 |0.000 |2.000 |ZTRD|195.68 |US|0070163440|
Dow Agrosciences LLC||0070007614|0001|0308631011|20190618|AA|001000|5063-6589|Plunger seal for 1100/1200 and 1050 2/PK|FL|4380706655|20190614|831.02 |0.000 |11.000 |ZTRD|831.02 |US|0070533075|
University of Nebraska Lincoln||0070249518|0001|0308631028|20190618|58|001000|5500-1180|Quick Connect Capillary ST 0.12x500mm|FA|E000650255|20190617|51.08 |0.000 |1.000 |ZTRD|1031.98 |US|0070249518|
University of Nebraska Lincoln||0070249518|0001|0308631028|20190618|BC|002000|683775-924|Poroshell 120 HILIC-Z,2.1x150,2.7um|ZXX|E000650255|20190617|980.90 |0.000 |1.000 |ZTRD|1031.98 |US|0070249518|
State of Texas|Dept of State Health Services|0070014166|0001|0308631046|20190618|58|002000|RPCM-525A-1|PCB standard|CS|HHSTX-9-0000193199|20190617|290.93 |0.000 |5.000 |ZTRD|795.80 |US|0070014166|
State of Texas|Dept of State Health Services|0070014166|0001|0308631046|20190618|58|001000|US-106N-1|PAH standard|CS|HHSTX-9-0000193199|20190617|504.87 |0.000 |5.000 |ZTRD|795.80 |US|0070014166|
Now Foods||0070041700|0001|0308631055|20190618|58|003000|G3280-67009|Graphite gasket for Sampling cone (3/pk)|FSA|351876|20190617|112.37 |0.000 |2.000 |ZTRD|2964.18 |US|0070041700|
Now Foods||0070041700|0001|0308631055|20190618|58|004000|G3280-67040|ICP-MS sampler cone, Nickel, 1/pk|CONS|351876|20190617|533.96 |0.000 |1.000 |ZTRD|2964.18 |US|0070041700|
Now Foods||0070041700|0001|0308631055|20190618|58|005000|G3280-80053|Torch quartz 2.5mm id for ICP-MS|CONS|351876|20190617|371.28 |0.000 |1.000 |ZTRD|2964.18 |US|0070041700|
Now Foods||0070041700|0001|0308631055|20190618|58|001000|G1833-65419|Long life Pt shield, ICP-MS ShieldTorch|CONS|351876|20190617|1216.43 |0.000 |1.000 |ZTRD|2964.18 |US|0070041700|
Now Foods||0070041700|0001|0308631055|20190618|58|002000|G1833-65421|ShieldTorch bonnet, quartz 7/8x00 ICP-MS|FSA|351876|20190617|219.46 |0.000 |1.000 |ZTRD|2964.18 |US|0070041700|
Now Foods||0070041700|0001|0308631055|20190618|58|006000|G8400-67200|7900/8900 skimmer cone, Ni, x-lens, 1/pk|CONS|351876|20190617|510.68 |0.000 |1.000 |ZTRD|2964.18 |US|0070041700|
Thomas Scientific LLC||0070500902|0001|0308631072|20190618|XF|001000|200931-100|FILTER PLT 96 800UL PVDF 0.45U LNG 25/CS|PL|692649|20190617|1664.00 |0.000 |5.000 |ZTRD|1664.00 |US|0070500902|
Agri King Inc||0070255136|0001|0308631083|20190618|58|002000|5021-1822|Flexible tubing, 280 mm, 0.12 mm id.|FA|66980|20190618|74.91 |0.000 |2.000 |ZTRD|805.20 |US|0070255136|
Agri King Inc||0070255136|0001|0308631083|20190618|8P|003000|0100-2562|FTG-ONE PIECE FINGERTIGHT 1/16IN 10-32TH|FT|66980|20190618|78.15 |0.000 |2.000 |ZTRD|805.20 |US|0070255136|
Agri King Inc||0070255136|0001|0308631083|20190618|AA|008000|G1316-87319|SST Capillary 340x0.12 mm, m/m, n-s/n-s|CONS|66980|20190618|136.28 |0.000 |2.000 |ZTRD|805.20 |US|0070255136|
Agri King Inc||0070255136|0001|0308631083|20190618|AA|005000|5067-4746|Capillary ST 0.12x250 SLV/M|FA|66980|20190618|77.20 |0.000 |1.000 |ZTRD|805.20 |US|0070255136|
Agri King Inc||0070255136|0001|0308631083|20190618|58|006000|0100-1516|Fitting-Fingertight PEEK for 1/16in|FT|66980|20190618|49.13 |0.000 |2.000 |ZTRD|805.20 |US|0070255136|
Agri King Inc||0070255136|0001|0308631083|20190618|58|007000|5067-4738|1200Bar removable long fitting|FL|66980|20190618|75.99 |0.000 |1.000 |ZTRD|805.20 |US|0070255136|
Agri King Inc||0070255136|0001|0308631083|20190618|58|001000|5021-1823|Flex tubing, red, 400mm 0.12mm id.|FA|66980|20190618|146.77 |0.000 |4.000 |ZTRD|805.20 |US|0070255136|
Agri King Inc||0070255136|0001|0308631083|20190618|58|004000|5062-2418|1/16in Fittings and Ferrules,  10/Pk|FA|66980|20190618|166.77 |0.000 |1.000 |ZTRD|805.20 |US|0070255136|
University of California||0070109215|0001|0308631086|20190618|XF|001000|103022-100|Seahorse XFp FluxPak|CONS|92029268|20190617|1152.00 |0.000 |3.000 |ZTRD|1152.00 |US|0070109215|
Wolseley Industrial Group|DBA Ferguson Enterprises Inc|0070250032|0001|0308631111|20190618|9P|001000|12272011|EnvirElut W/20ml Aquasep Celite, 20/Pk|ZXX|W3863-7110|20190617|1250.00 |0.000 |6.000 |ZTRD|1250.00 |US|0070015174|
Cargill Inc||0070579180|0001|0308631120|20190618|58|001000|82506-G|Sodium and potassium reagent RTU|CS|100200|20190618|172.85 |0.000 |3.000 |ZTRD|172.85 |US|0070579180|
Firmenich Incorporated||0070014801|0001|0308631125|20190618|AA|001000|G1313-87305|Capillary, 0.17x180mm 1/16 in male/male|FA|3000601733|20190617|73.15 |0.000 |1.000 |ZTRD|73.15 |US|0070247699|
Takasago International Corporation|USA|0070014416|0001|0308631146|20190618|58|003000|5185-5959|ICP-MS Tuning Sol 1ug/L 2x500mL|CS|A151913|20190617|305.49 |0.000 |1.000 |ZTRD|1313.48 |US|0070000489|
Takasago International Corporation|USA|0070014416|0001|0308631146|20190618|58|002000|5182-0717|Blue screw caps  100/PK|VI|A151913|20190617|518.44 |0.000 |22.000 |ZTRD|1313.48 |US|0070000489|
Takasago International Corporation|USA|0070014416|0001|0308631146|20190618|58|001000|5182-0715|Vial,screw,2ml,clr,WrtOn,cert,100PK|VI|A151913|20190617|489.55 |0.000 |20.000 |ZTRD|1313.48 |US|0070000489|
New Brunswick Research|& Productivity Council|0070105049|0001|0308631157|20190618|AA|001000|05990-60084|Filament Assembly, 5970 (EI/CI), 2/pk|CONS|000240|20190618|334.22 |0.000 |2.000 |ZTRD|334.22 |CA|0070105049|
Rohm and Haas Chemicals LLC||0070246891|0001|0308631158|20190618|58|001000|5183-4761-100|Septa Non-Stick Long Life  11mm 100pk|CONS|4508855537|20190618|1750.67 |0.000 |12.000 |ZTRD|1741.92 |US|0070561902|
Stanford Hospitals and Clinics||0070042052|0001|0308631174|20190618|58|001000|5183-4442|Blk cp,f/8-425 scrw vial, PTFE/Si, 100PK|VI|25934016|20190617|296.12 |0.000 |10.000 |ZTRD|597.10 |US|0070246288|
Stanford Hospitals and Clinics||0070042052|0001|0308631174|20190618|58|002000|5183-2089|150uL Vial insert, pulled pt glass,100pk|VI|25934016|20190617|300.98 |0.000 |10.000 |ZTRD|597.10 |US|0070246288|
Mylan Pharmaceuticals Inc||0070008391|0001|0308631247|20190618|58|001000|2140-0605|Deuterium lamp, 8453 UV-vis|LI|4800074118|20190610|3464.51 |0.000 |6.000 |ZTRD|3464.51 |US|0070008391|
University of Iowa||0070036377|0001|0308631272|20190618|BC|001000|695775-902|Poroshell 120,EC-C18, 2.1x100mm,2.7um|ZXX|UIPS 1357|20190618|562.40 |0.000 |1.000 |ZTRD|562.40 |US|0070036377|
Angus Chemical Co||0070020382|0001|0308631276|20190618|58|001000|5190-7024|BND Blue Scr Cap PTFE/red Si septa 100pk|VI|MC/MichaelPizza|20190618|283.50 |0.000 |10.000 |ZTRD|283.50 |US|0070020382|
MC Electronics Inc||0070519679|0001|0308631318|20190618|9H|001000|SR0060141001|SPRING GARTER (FOR ION PUMPS F/T) (OBS)|ZBLOC|MEX0010346|20190617|642.18 |0.000 |42.000 |ZTRD|642.18 |US|0070519679|P11
Kidde Technologies Inc||0070015305|0001|0308631325|20190618|9H|001000|L8741001|TEST PORT ADAPTER|HM|201065267|20190617|101.00 |0.000 |1.000 |ZTRD|101.00 |US|0070015305|P32
Zones Inc||0070301734|0001|0308631338|20190618|GE|001000|G3784AA|GeneSpring GX standalone 1yr lic. - ACAD|ZXX|P10003344479|20190521|5167.00 |0.000 |1.000 |ZTRD|5167.00 |US|0070516396|2AX
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|021000|SK20005-2|Frasco para reagente 5mL (Link)|ZXX|PPS 210002489 VENDA|20190617|32.75 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|022000|SK20110-2|Frasco para reagente 12mL (Link)|ZXX|PPS 210002489 VENDA|20190617|78.60 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|023000|K802021-2|FLEX IHC Laminas microscopio, 5 x 100|ZXX|PPS 210002489 VENDA|20190617|124.62 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|024000|K800521-2|EnV FLEX Sol recup antig, pH baixo(50x)|ZXX|PPS 210002489 VENDA|20190617|198.11 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|025000|IR08461-2|FLEX Mon Clh AntiHum RE a, EP1 Link|ZBLOC|PPS 210002489 VENDA|20190617|356.08 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|026000|IR06861-2|FLEX Mon Cmd AntiHum RP, PgR 636 Link|ZBLOC|PPS 210002489 VENDA|20190617|356.08 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|027000|IR78161-2|FLEXMonCmd AntiHum CD23, DAK-CD23 Link|ZBLOC|PPS 210002489 VENDA|20190617|178.04 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|028000|IR62661-2|FLEX Mon Cmd AntiHum Ki-67, MIB-1 Link|ZBLOC|PPS 210002489 VENDA|20190617|178.04 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Centro de Anatomia Patologica Ltda||0070534130|0001|0308631349|20190618|PT|029000|IR63261-2|FLEX Mon Cmd AntiHum CD34, QBEnd 10 Link|ZBLOC|PPS 210002489 VENDA|20190617|178.04 |0.000 |1.000 |ZTRD|1680.36 |BR|0070534130|CA0
Solid Biosciences LLC||0070549894|0001|0308631350|20190618|UF|001050|G2938-90322|2100 High sensitiv DNA Quick Guide ENG|LP|PO1394|20190618|0.00 |0.000 |1.000 |ZTRD|680.00 |US|0070561555|
Solid Biosciences LLC||0070549894|0001|0308631350|20190618|UF|001040|G2938-90402|2100 MSDS Link Tech Note ENG|LP|PO1394|20190618|0.00 |0.000 |1.000 |ZTRD|680.00 |US|0070561555|
Solid Biosciences LLC||0070549894|0001|0308631350|20190618|UF|001030|G2938-85004|High Sensitivity DNA Reagent I|BC|PO1394|20190618|0.00 |0.000 |1.000 |ZTRD|680.00 |US|0070561555|
Solid Biosciences LLC||0070549894|0001|0308631350|20190618|UF|001020|G2938-68706|Syringe Kit|FA|PO1394|20190618|0.00 |0.000 |1.000 |ZTRD|680.00 |US|0070561555|
Solid Biosciences LLC||0070549894|0001|0308631350|20190618|UF|001010|G2938-68000|High Sensitivity DNA 10 Chips|BC|PO1394|20190618|0.00 |0.000 |1.000 |ZTRD|680.00 |US|0070561555|
Solid Biosciences LLC||0070549894|0001|0308631350|20190618|UF|001000|5067-4626|High Sensitivity DNA Kit|ZHW|PO1394|20190618|680.00 |0.000 |1.000 |ZTRD|680.00 |US|0070561555|
Partners Healthcare System||0070531776|0001|0308631368|20190618|SR|001000|200524|Kit,QuikChange II site-directed 30 rxn|BC|0009800236|20190617|740.10 |0.000 |1.000 |ZTRD|740.10 |US|0070038610|
Partners Healthcare System||0070531776|0001|0308631368|20190618|SR|001010|200524-5|-20 QUICKCHANGE II 30 RXNS|BC|0009800236|20190617|0.00 |0.000 |1.000 |ZTRD|740.10 |US|0070038610|
Partners Healthcare System||0070531776|0001|0308631368|20190618|SR|001020|200518-4|XL1-Blue -80 QuikChange Parts|BC|0009800236|20190617|0.00 |0.000 |1.000 |ZTRD|740.10 |US|0070038610|
Diagnosticos da America S.A||0070554095|0001|0308631378|20190618|PT|010000|IR50361-2|FLEX Pol Clh AntiHum CD3, Link|ZBLOC|4500269884|20190617|199.85 |0.000 |1.000 |ZTRD|1598.80 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631378|20190618|PT|011000|IR60861-2|FLEX Mon Cmd AntiHum CD21, 1F8 Link|ZBLOC|4500269884|20190617|199.85 |0.000 |1.000 |ZTRD|1598.80 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631378|20190618|PT|012000|IR61561-2|FLEX Mon Cmd AntiHum CK 19, RCK108 Link|ZBLOC|4500269884|20190617|199.85 |0.000 |1.000 |ZTRD|1598.80 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631378|20190618|PT|013000|IR62761-2|FLEXMonCmdAntiHum Calreti DAKCalret1Link|ZBLOC|4500269884|20190617|199.85 |0.000 |1.000 |ZTRD|1598.80 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631378|20190618|PT|014000|IR64261-2|FLEX Mon Cmd AntiHum CD138, MI15 Link|ZBLOC|4500269884|20190617|199.85 |0.000 |1.000 |ZTRD|1598.80 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631378|20190618|PT|015000|IR64861-2|FLEX Mon Cmd AntiHum CD10, 56C6 Link|ZBLOC|4500269884|20190617|199.85 |0.000 |1.000 |ZTRD|1598.80 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631378|20190618|PT|016000|IR65161-2|FLEX Mon Cmd AntiHum CD2, AB75 Link|ZBLOC|4500269884|20190617|199.85 |0.000 |1.000 |ZTRD|1598.80 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631378|20190618|PT|017000|IR66261-2|FLEX Mon Cmd AntiHum p63, DAK-p63 Link|ZBLOC|4500269884|20190617|199.85 |0.000 |1.000 |ZTRD|1598.80 |BR|0070554095|CA0
Separation Systems Inc||0070011772|0001|0308631381|20190618|JW|001000|127-1046|DB-1 40m, 0.10mm, 0.20um|FA|19-0211|20190618|1378.88 |0.000 |2.000 |ZTRD|1378.88 |US|0070011772|
The J M Smucker Company||0070111815|0001|0308631383|20190618|JW|001000|122-7012|DB-WAX 15m, 0.25mm, 0.25u|FA|727484|20190617|630.28 |0.000 |2.000 |ZTRD|630.28 |US|0070111815|
J-STAR Research-A Porton Company||0070509021|0001|0308631387|20190618|58|001000|G6691E|ADM Flow Meter Made to Order|ZXX|22352|20190618|964.98 |0.000 |1.000 |ZTRD|1021.40 |US|0070509021|
J-STAR Research-A Porton Company||0070509021|0001|0308631387|20190618|58|001010|G6691-60010|ADM Flow Meter, Activated|PC|22352|20190618|0.00 |0.000 |1.000 |ZTRD|1021.40 |US|0070509021|
J-STAR Research-A Porton Company||0070509021|0001|0308631387|20190618|58|002000|5190-9576|FID Adapter for Flow Meter|ZXX|22352|20190618|56.42 |0.000 |1.000 |ZTRD|1021.40 |US|0070509021|
Khymós SA||0070108937|0001|0308631396|20190618|8P|001000|G6600-67002|Ozone Generator Replacement Kit|FA|KH190343P|20190617|2419.14 |0.000 |2.000 |ZTRD|2419.14 |CO|0070500026|
Chevron Corporation||0070106019|0001|0308631397|20190618|8P|001000|G3431-60831|FID EPC Manifold|ZXX|AMEX/ErinRobb|20190618|7941.00 |0.000 |3.000 |ZTRD|7941.00 |US|0070381314|
Partners Healthcare System||0070531776|0001|0308631398|20190618|SR|001000|400800|Absolutely RNA Miniprep Kit, 50 preps|BC|0009800345|20190617|241.10 |0.000 |1.000 |ZTRD|241.10 |US|0070171726|
Zoetis LLC||0070422810|0001|0308631400|20190618|58|001000|3710049000|Peri pump tube 3 bridged grey/grey 12/pk|FL|4600380370|20190617|77.46 |0.000 |1.000 |ZTRD|155.85 |US|0070422810|
Zoetis LLC||0070422810|0001|0308631400|20190618|58|002000|5043-0063|Peri Pump Tube 3 Bridged Purple/wht 12/p|FL|4600380370|20190617|78.39 |0.000 |1.000 |ZTRD|155.85 |US|0070422810|
Fisher Scientific Company LLC||0070011684|0001|0308631401|20190618|SR|001020|200521-5|-20 QUIKCHANGE II XL 10 RXNS|BC|DR0588946|20190618|0.00 |0.000 |2.000 |ZTRD|659.00 |US|0070291598|
Fisher Scientific Company LLC||0070011684|0001|0308631401|20190618|SR|001010|200517-4|-80 10rxn QUIKCHANGE  PARTS|BC|DR0588946|20190618|0.00 |0.000 |2.000 |ZTRD|659.00 |US|0070291598|
Fisher Scientific Company LLC||0070011684|0001|0308631401|20190618|SR|001000|200521|Kit,QuikChange II XL site-directed 10rx|BC|DR0588946|20190618|659.00 |0.000 |2.000 |ZTRD|659.00 |US|0070291598|
Baylor College of Medicine|O9E|0070013260|0001|0308631405|20190618|PT|001000|K346811-2|Liquid DAB+, 110 mL|ZXX|5601489400|20190614|367.05 |0.000 |1.000 |ZTRD|367.05 |US|0070013260|CA0
Diagnosticos da America S.A||0070554095|0001|0308631411|20190618|PT|016000|IR64261-2|FLEX Mon Cmd AntiHum CD138, MI15 Link|ZBLOC|4500269885|20190617|199.85 |0.000 |1.000 |ZTRD|7730.63 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631411|20190618|PT|017000|IR66261-2|FLEX Mon Cmd AntiHum p63, DAK-p63 Link|ZBLOC|4500269885|20190617|199.85 |0.000 |1.000 |ZTRD|7730.63 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631411|20190618|PT|018000|K800821-2|EnV FLEX Hematoxilina (Link)|ZXX|4500269885|20190617|391.17 |0.000 |3.000 |ZTRD|7730.63 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631411|20190618|PT|019000|CS70030-2|Hematoxilina Dako|ZXX|4500269885|20190617|3022.26 |0.000 |6.000 |ZTRD|7730.63 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631411|20190618|PT|020000|CS70230-2|Tampao diferenciador|ZXX|4500269885|20190617|2518.55 |0.000 |5.000 |ZTRD|7730.63 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631411|20190618|PT|015000|IR63261-2|FLEX Mon Cmd AntiHum CD34, QBEnd 10 Link|ZBLOC|4500269885|20190617|199.85 |0.000 |1.000 |ZTRD|7730.63 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631411|20190618|PT|014000|IR60661-2|FLEX Mon Cmd AntiHum Desmina, D33 Link|ZBLOC|4500269885|20190617|199.85 |0.000 |1.000 |ZTRD|7730.63 |BR|0070554095|CA0
Diagnosticos da America S.A||0070554095|0001|0308631411|20190618|PT|013000|IR50361-2|FLEX Pol Clh AntiHum CD3, Link|ZBLOC|4500269885|20190617|399.70 |0.000 |2.000 |ZTRD|7730.63 |BR|0070554095|CA0
