Compnay Name1|Compnay Name2|Account ID|Account Role|Order Number|Order Date|Product Line|Product Item|Material Master Product ID|Product Decription|Primary Product|Purchase Order|P.O. Date|Purchase/Net Amount|Target Quantity|Order Quantity|Order Type|Total Order Value|Sold to Country|Ship to Account ID|Market Code
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|076300|GC80811-2|Htx (Dako Omnis)|ZXX|62519|20190621|3.26 |0.000 |1.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|075300|GV82111-2|EnV FLEX+ Mo (LINKER) (Dako Omnis)|ZXX|62519|20190621|4.09 |0.000 |8.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|074300|GV92511-2|EnV FLX HRP Magenta Subs-Chrom Sys Omnis|ZXX|62519|20190621|307.88 |0.000 |3.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|070004|GA50461-2|FLEX Poly Rb a S100, RTU (Dako Omnis)|ZBLOC|62519|20190621|136.97 |0.000 |1.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|069004|IR63361-2|FLEX Mono Mo a Hu Melan-A, cl A103, RTU|ZBLOC|62519|20190621|255.29 |0.000 |2.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|068004|GA62661-2|FLX Mab aHu Ki-67 cl MIB-1, RTU (Omnis)|ZXX|62519|20190621|137.20 |0.000 |1.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|048006|IR62961-2|FLEX Mono Mo a Hu EMA, cl E29, RTU|ZBLOC|62519|20190621|127.56 |0.000 |1.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|047006|GA62261-2|FLX Mab aHu Carcembr Ag cl II-7 RTUOmnis|ZBLOC|62519|20190621|137.09 |0.000 |1.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|046006|IR60261-2|FLEX Mono Mo a Hu CD30, cl Ber-H2, RTU|ZBLOC|62519|20190621|127.69 |0.000 |1.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|045006|GA64361-2|FLEX Mab a Hu CD7, cl CBC.37, RTU(Omnis)|ZBLOC|62519|20190621|136.97 |0.000 |1.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|081300|AR17111-2|Artisan Alpha Amylase|ZXX|62519|20190621|3.82 |0.000 |2.000 |ZTRD|9448.26 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642595|20190622|PT|071004|GV80011-2|EnV FLEX, High pH (Dako Omnis)|ZXX|62519|20190621|6064.61 |0.000 |1.000 |ZTRD|9448.26 |US|0070516553|
Life Technologies Corp||0070287742|0001|0308642596|20190622|SR|001000|740000|Universal Human Reference RNA 2x200 ug|BC|272976-OS-00100|20190621|3310.00 |0.000 |5.000 |ZTRD|3310.00 |US|0070451393|
Bethesda Dermatopath Lab||0070516553|0001|0308642598|20190622|PT|011000|CS70730-2|Dako Differentiation Solution|ZXX|62519|20190621|63.04 |0.000 |1.000 |ZTRD|769.77 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642598|20190622|PT|012000|CS71030-2|Dako Eosin Y Phloxine B|ZXX|62519|20190621|230.08 |0.000 |1.000 |ZTRD|769.77 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642598|20190622|PT|019000|CS70430-2|Dako Coverglass 24 x 50 mm, 1000 pcs|ZXX|62519|20190621|246.57 |0.000 |3.000 |ZTRD|769.77 |US|0070516553|
Bethesda Dermatopath Lab||0070516553|0001|0308642598|20190622|PT|013000|CS70830-5|Dako Gill's 3 Hematoxylin|ZXX|62519|20190621|230.08 |0.000 |1.000 |ZTRD|769.77 |US|0070516553|
CBLPath Inc||0070446949|0001|0308642609|20190622|PT|001000|K573111-5|HER2 IQFISH pharmDx|ZXX|CBL-317687|20190618|1996.76 |0.000 |1.000 |ZTRD|1996.76 |US|0070446949|CA0
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001060|5190-3393|Cot-I Human DNA|BC|2220067|20190621|0.00 |0.000 |1.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001090|G2534-60011|Pack 5 Backings 4 Arrays per Slide|FA|2220067|20190621|0.00 |0.000 |3.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001050|5188-5220|Oligo aCGH/ChIP-Chip Hybridization Kit|CM|2220067|20190621|0.00 |0.000 |1.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001040|5190-3797|Human Reference DNA Female|ZBC|2220067|20190621|0.00 |0.000 |2.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001020|5190-3399|SureTag Labeling Kit, -20C Part|ZBC|2220067|20190621|0.00 |0.000 |2.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001010|5190-3391|SureTag Labeling Kit RT Components|BC|2220067|20190621|0.00 |0.000 |2.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001000|G5922A|SurePrint G3 CGH/CGH+SNP 4x180K Bundle|BC|2220067|20190621|12550.45 |0.000 |1.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001030|5190-3796|Human Reference DNA Male|ZBC|2220067|20190621|0.00 |0.000 |2.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001070|5188-5221|Oligo aCGH/ChIP-on-Chip Wash Buffer 1,4L|BC|2220067|20190621|0.00 |0.000 |2.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001080|5188-5222|Oligo aCGH/ChIP-on-Chip Wash Buffer 2,4L|BC|2220067|20190621|0.00 |0.000 |1.000 |ZTRD|12550.45 |US|0070227822|L6E
University of Alabama Birmingham||0070227822|0001|0308642611|20190622|GE|001100|G4890-60510|SurePrint G3 Human CGH+SNP 4x180K Kit|ZHW|2220067|20190621|0.00 |0.000 |4.000 |ZTRD|12550.45 |US|0070227822|L6E
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|040031|AR10211-2|Artisan Wash Sol, 50x, 4 x 200 mL|ZXX|0009315275|20181024|800.52 |0.000 |7.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|039031|AR17111-2|Artisan Alpha Amylase|ZXX|0009315275|20181024|189.24 |0.000 |1.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|038061|AR41030-7|Artisan - Slide clips, 50 per Box|ZXX|0009315275|20181024|0.00 |0.000 |14.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|038051|AR1651B-2|Artisan PAS Stain Kit Box|ZBLOC|0009315275|20181024|0.00 |0.000 |7.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|038031|AR16511-2|Artisan PAS Stain Kit|ZBLOC|0009315275|20181024|3395.00 |0.000 |7.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|037061|AR41030-7|Artisan - Slide clips, 50 per Box|ZXX|0009315275|20181024|0.00 |0.000 |4.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|037051|AR1731B-2|Massons Trichrome Kit Box 2|ZBLOC|0009315275|20181024|0.00 |0.000 |2.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|038041|AR1651A-2|Artisan PAS Stain Kit Box 1|ZBLOC|0009315275|20181024|0.00 |0.000 |7.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|037031|AR17311-2|Artisan Massons Trich kit|ZBLOC|0009315275|20181024|970.00 |0.000 |2.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|036061|AR41030-7|Artisan - Slide clips, 50 per Box|ZXX|0009315275|20181024|0.00 |0.000 |4.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|036051|AR1761B-2|GMS Kit Box 2|ZBLOC|0009315275|20181024|0.00 |0.000 |2.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|037041|AR1731A-2|Massons Trichrome Kit Box 1|ZBLOC|0009315275|20181024|0.00 |0.000 |2.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|036041|AR1761A-2|GMS Kit Box 1|ZBLOC|0009315275|20181024|0.00 |0.000 |2.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|036031|AR17611-2|Artisan GMS Stain Kit|ZBLOC|0009315275|20181024|970.00 |0.000 |2.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|035041|AR41030-7|Artisan - Slide clips, 50 per Box|ZXX|0009315275|20181024|0.00 |0.000 |2.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|035031|AR16111-2|Artisan Congo Red Stain Kit|ZBLOC|0009315275|20181024|485.00 |0.000 |1.000 |ZTRD|6809.76 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642616|20190622|PT|035051|AR1611C-2|Artisan Congo Red Stain Kit|ZBLOC|0009315275|20181024|0.00 |0.000 |1.000 |ZTRD|6809.76 |US|0070176694|
Baylor College of Medicine||0070258970|0001|0308642619|20190622|UF|010000|DNF-374-0003|NGS Diluent Marker (1-6000bp), 2.4mL|ZXX|5601491221|20190621|2177.40 |0.000 |30.000 |ZTRD|2541.00 |US|0070258970|BND
Baylor College of Medicine||0070258970|0001|0308642619|20190622|UF|006000|DNF-600-U030|Intercalating Dye, 30uL|ZXX|5601491221|20190621|363.60 |0.000 |4.000 |ZTRD|2541.00 |US|0070258970|BND
Pharmacyclics Inc||0070004443|0001|0308642623|20190622|SR|001000|600184|ACCUSCRIPT PFU ULTRA II RT-PCR|BC|00033748|20190621|733.00 |0.000 |2.000 |ZTRD|733.00 |US|0070004443|
10X Genomics Inc||0070421585|0001|0308642625|20190622|UF|001000|5067-5581|High Sensitivity RNA ScreenTape Ladder|BC|PO1515677|20190621|271.00 |0.000 |2.000 |ZTRD|271.00 |US|0070519342|
University of Southern California||0070105451|0001|0308642636|20190622|SR|001000|600380|PfuUltra High-fidelity DNA Plymrase,100U|BC|50802152|20190621|126.90 |0.000 |1.000 |ZTRD|126.90 |US|0070107598|
Partners Healthcare System||0070531776|0001|0308642639|20190622|PT|036920|CS70430-2|Dako Coverglass 24 x 50 mm, 1000 pcs|ZXX|0009258663|20180926|0.00 |0.000 |42.000 |ZTRD|15960.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642639|20190622|PT|036910|CS70330-2|Dako Mounting Medium|ZXX|0009258663|20180926|0.00 |0.000 |7.000 |ZTRD|15960.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642639|20190622|PT|036900|CS70230-2|Dako Bluing Buffer|ZXX|0009258663|20180926|0.00 |0.000 |14.000 |ZTRD|15960.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642639|20190622|PT|036880|CS70030-2|Dako Hematoxylin|ZXX|0009258663|20180926|0.00 |0.000 |14.000 |ZTRD|15960.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642639|20190622|PT|036870|CS10130-2|Dako Reag Package, CoverStainer|ZXX|0009258663|20180926|15960.00 |0.000 |7.000 |ZTRD|15960.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642639|20190622|PT|036890|CS70130-2|Dako Eosin|ZXX|0009258663|20180926|0.00 |0.000 |14.000 |ZTRD|15960.00 |US|0070176694|
Columbia University||0070031888|0001|0308642640|20190622|PT|011011|F019902-2|Rb a Hu Lambda /FITC|ZBLOC|COLUM-0000125909|20181210|1925.00 |0.000 |7.000 |ZTRD|15029.30 |US|0070254171|
Columbia University||0070031888|0001|0308642640|20190622|PT|010011|F019802-2|Rb a Hu Kappa /FITC|ZBLOC|COLUM-0000125909|20181210|2200.00 |0.000 |8.000 |ZTRD|15029.30 |US|0070254171|
Columbia University||0070031888|0001|0308642640|20190622|PT|009011|F011102-2|Rb a Hu Fibrinogen/FITC|ZBLOC|COLUM-0000125909|20181210|1084.05 |0.000 |3.000 |ZTRD|15029.30 |US|0070254171|
Columbia University||0070031888|0001|0308642640|20190622|PT|008011|F011702-2|Rb a Hu Albumin/FITC|ZBLOC|COLUM-0000125909|20181210|1084.05 |0.000 |3.000 |ZTRD|15029.30 |US|0070254171|
Columbia University||0070031888|0001|0308642640|20190622|PT|004011|F020302-2|Rb a Hu IgM/FITC|ZBLOC|COLUM-0000125909|20181210|1650.00 |0.000 |6.000 |ZTRD|15029.30 |US|0070254171|
Columbia University||0070031888|0001|0308642640|20190622|PT|005011|F020402-2|Rb a Hu IgA/FITC|ZBLOC|COLUM-0000125909|20181210|1650.00 |0.000 |6.000 |ZTRD|15029.30 |US|0070254171|
Columbia University||0070031888|0001|0308642640|20190622|PT|006011|F020102-2|Rb a Hu C3c Complement/FITC|ZBLOC|COLUM-0000125909|20181210|2168.10 |0.000 |6.000 |ZTRD|15029.30 |US|0070254171|
Columbia University||0070031888|0001|0308642640|20190622|PT|003011|F020202-2|Rb a Hu IgG/FITC|ZBLOC|COLUM-0000125909|20181210|1100.00 |0.000 |4.000 |ZTRD|15029.30 |US|0070254171|
Columbia University||0070031888|0001|0308642640|20190622|PT|007011|F025402-8|C1q Complement 2mL PAb RxH FITC|ZBLOC|COLUM-0000125909|20181210|2168.10 |0.000 |6.000 |ZTRD|15029.30 |US|0070254171|
Vanderbilt University Medical|Center|0070570618|0001|0308642642|20190622|XF|001000|102353-100|Seahorse XF Base Medium|CONS|4019089004|20190621|144.00 |0.000 |1.000 |ZTRD|144.00 |US|0070280866|
University of Nebraska||0070459133|0001|0308642643|20190622|58|001000|5183-4442|Blk cp,f/8-425 scrw vial, PTFE/Si, 100PK|VI|E000652511|20190621|293.70 |0.000 |10.000 |ZTRD|293.70 |US|0070459133|
Suncor Energy Products Partnership|Raffinerie Depot de Montreal|0070371770|0001|0308642644|20190622|AA|001000|G6600-85000|Piège chimique destruct. ozone, SCD/NCD|CONS|4502763913|20190621|473.00 |0.000 |2.000 |ZTRD|473.00 |CA|0070371770|
Partners Healthcare System||0070531776|0001|0308642645|20190622|PT|035061|AR41030-7|Artisan - Slide clips, 50 per Box|ZXX|0009319571|20181026|0.00 |0.000 |4.000 |ZTRD|1722.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642645|20190622|PT|035051|AR4801B-2|Artsn J Base Membr H + E Stain Kit Box 2|ZBLOC|0009319571|20181026|0.00 |0.000 |2.000 |ZTRD|1722.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642645|20190622|PT|035041|AR4801A-2|Artsn J Base Membr H + E Stain Kit Box 1|ZBLOC|0009319571|20181026|0.00 |0.000 |2.000 |ZTRD|1722.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642645|20190622|PT|036031|DL21330|Small Flap Slide Label Kit (.875 x .75)|ZXX|0009319571|20181026|237.00 |0.000 |1.000 |ZTRD|1722.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642645|20190622|PT|035031|AR48011-2|Artisan Jns Bm Membr PAS-M H+E Stain Kit|ZBLOC|0009319571|20181026|970.00 |0.000 |2.000 |ZTRD|1722.00 |US|0070176694|
Partners Healthcare System||0070531776|0001|0308642645|20190622|PT|035028|AR30911-2|Artisan Clearing Solution|ZXX|0009319571|20181026|515.00 |0.000 |5.000 |ZTRD|1722.00 |US|0070176694|
Apotheca Inc||0070041835|0001|0308642646|20190622|58|001000|5181-1210|11mm slvr al crmp cap redPTFE spta 100pk|VI|APOTH-20411|20190621|113.29 |0.000 |7.000 |ZTRD|295.15 |US|0070431866|
Apotheca Inc||0070041835|0001|0308642646|20190622|58|002000|5182-0543|Vial,crimp,2ml,clr,WrtOn,cert,100PK|VI|APOTH-20411|20190621|108.98 |0.000 |5.000 |ZTRD|295.15 |US|0070431866|
Apotheca Inc||0070041835|0001|0308642646|20190622|58|003000|0100-0118|1/8inch x 1/4inch brass tubing connector|FL|APOTH-20411|20190621|72.88 |0.000 |4.000 |ZTRD|295.15 |US|0070431866|
Honda R&D Americas Inc||0070338009|0001|0308642649|20190622|58|001000|CUS-23596|Custom Standard-Quote 010517-983|CS|4500310799|20190613|418.00 |0.000 |8.000 |ZTRD|418.00 |US|0070338009|
Covance Laboratories Inc||0070006398|0001|0308642660|20190622|PT|002000|K800721-2|EnV FLEX Wash Buffer (20x)|ZXX|0051152633|20190620|1043.51 |0.000 |8.000 |ZTRD|1622.80 |US|0070527550|
