Compnay Name1|Compnay Name2|Account ID|Account Role|Order Number|Order Date|Product Line|Product Item|Material Master Product ID|Product Decription|Primary Product|Purchase Order|P.O. Date|Purchase/Net Amount|Target Quantity|Order Quantity|Order Type|Total Order Value|Sold to Country|Ship to Account ID|Market Code
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|004060|8120-1992|Cable-Assembly Power Cord 16AWG 3-Conduc|IN|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|004535|H1141H|Instalación - 44K|ZHS|3001730855|20190612|805.12 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|005020|UP_FRONT_SERVICE_H|Up Front Support Services for Hardware|SV|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|004768|H1142H|Familiarización en la instalación - 44L|ZHS|3001730855|20190612|239.36 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|005000|G3520A|Acc. interfase línea transferencia 7890|ZHW|3001730855|20190612|3738.24 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|005010|G3520-64000|7890 Transfer Line Interface Accessory|ZXX|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|005510|H1141A|Instalación - 44K|SV|3001730855|20190612|347.52 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001000|G3440B|Agilent 7890B Series GC Custom|ZHW|3001730855|20190612|23530.88 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001010|G3440B-US|7890B Network GC System Custom|ZPL|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001020|G4600-64006|GC And GC/MS User Manuals and Tools|ZSW|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001030|19091J-413|HP-5, 30m, 0,32mm, 0,25um|FA|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001040|5188-5372|Muestra de test para FID y TCD Muestra|CS|3001730855|20190612|0.00 |0.000 |2.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001050|G1530-80650|Exhaust deflector assy|SHA|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001060|G1531-60640|Fid Packed-ship kt|FA|3001730855|20190612|0.00 |0.000 |2.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001070|G1543-60510|PPIP-SHIP KIT|FA|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001110|G3430-90055|7890 Series GC Getting Started Guide|LP|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001080|G3430-60586|FID Capillary/SSL Or MMI|FA|3001730855|20190612|0.00 |0.000 |2.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001090|G3430-20029|7890 INLET TEE For GAS Supplly Tubing|ME|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001100|G3430-60009|7890 GAS Supply Plumbing TEE|ME|3001730855|20190612|0.00 |0.000 |3.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001115|G4600-64400|GC and GCMS eFamiliarization SW kit|ZSW|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|001783|H1142H|Familiarización en la instalación - 44L|ZHS|3001730855|20190612|467.84 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|001120|8120-6894|Cable-Assembly Power-Cord 3-Conductor 4.|IN|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|001130|UP_FRONT_SERVICE_H|Up Front Support Services for Hardware|SV|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|001565|H1141H|Instalación - 44K|ZHS|3001730855|20190612|785.28 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|002000|G4513A|Inyector automático 7693A|ZHW|3001730855|20190612|5180.16 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|002510|H1141H|Instalación - 44K|ZHS|3001730855|20190612|239.36 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|002010|G4513-64000|G4513A Injector (COO-CN)|FSA|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|AZ|002015|G4600-64006|GC And GC/MS User Manuals and Tools|ZSW|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|002020|UP_FRONT_SERVICE_H|Up Front Support Services for Hardware|SV|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|010000|H2620A|Formación in situ personalizada|ZWC|3001730855|20190612|3150.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|009000|H5949A|Inst. adicional de una hora de trabajo|SV|3001730855|20190612|560.64 |0.000 |4.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|007010|R26J091|Cualificación OQ CrossLab|ZSG0|3001730855|20190612|2154.75 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|007000|SYS-GC-7890-E|GC 7890 con Funciones Mejoradas|ZSAS|3001730855|20190612|0.00 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|58|006000|19199N|Kit de puesta en marcha.|FA|3001730855|20190612|1206.40 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|007020|R26N091|Cualificación IQ Agilent CrossLab|ZSG0|3001730855|20190612|460.50 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
GlaxoSmithKine Consumer Healthcare|Mexico S de RL de CV|0070533138|0001|0308623695|20190614|74|005755|H1142A|Familiarización en la instalación - 44L|SV|3001730855|20190612|115.20 |0.000 |1.000 |ZTRD|77474.05 |MX|0070533138|A21
Stanford University||0070005630|0001|0308623790|20190614|UF|001030|G2938-85004|High Sensitivity DNA Reagent I|BC|62131429|20190614|0.00 |0.000 |1.000 |ZTRD|618.70 |US|0070377870|
Stanford University||0070005630|0001|0308623790|20190614|UF|001000|5067-4626|High Sensitivity DNA Kit|ZHW|62131429|20190614|618.70 |0.000 |1.000 |ZTRD|618.70 |US|0070377870|
Stanford University||0070005630|0001|0308623790|20190614|UF|001010|G2938-68000|High Sensitivity DNA 10 Chips|BC|62131429|20190614|0.00 |0.000 |1.000 |ZTRD|618.70 |US|0070377870|
Stanford University||0070005630|0001|0308623790|20190614|UF|001020|G2938-68706|Syringe Kit|FA|62131429|20190614|0.00 |0.000 |1.000 |ZTRD|618.70 |US|0070377870|
Stanford University||0070005630|0001|0308623790|20190614|UF|001040|G2938-90402|2100 MSDS Link Tech Note ENG|LP|62131429|20190614|0.00 |0.000 |1.000 |ZTRD|618.70 |US|0070377870|
Stanford University||0070005630|0001|0308623790|20190614|UF|001050|G2938-90322|2100 High sensitiv DNA Quick Guide ENG|LP|62131429|20190614|0.00 |0.000 |1.000 |ZTRD|618.70 |US|0070377870|
OI Analytical||0070001482|0001|0308624318|20190614|AZ|001000|G3458A|Open Interface Module For 7890|ZHW|606468|20190613|2711.90 |0.000 |1.000 |ZTRD|2711.90 |US|0070001482|U00
OI Analytical||0070001482|0001|0308624318|20190614|AZ|001010|G3458-64000|Open Interface Module|FA|606468|20190613|0.00 |0.000 |1.000 |ZTRD|2711.90 |US|0070001482|U00
Fisher Scientific Company LLC||0070011684|0001|0308624374|20190614|58|001000|AM-170-1|Acrolein|CS|DR0560406|20190613|40.68 |0.000 |2.000 |ZTRD|40.68 |US|0070105728|
ALS Canada Ltd||0070315710|0001|0308624375|20190614|58|003000|5182-0836|Syringe, 5ul on-column RN, barrel only|SY|ALS175937|20190612|305.82 |0.000 |6.000 |ZTRD|899.83 |CA|0070422561|
ALS Canada Ltd||0070315710|0001|0308624375|20190614|58|002000|5182-0831|Needle 0.32mm on-column/5ul syringe 3/PK|SY|ALS175937|20190612|217.07 |0.000 |5.000 |ZTRD|899.83 |CA|0070422561|
ALS Canada Ltd||0070315710|0001|0308624375|20190614|58|001000|5190-6979|Ultra Inert Universal Press Fit, 10/pk|ZXX|ALS175937|20190612|376.94 |0.000 |4.000 |ZTRD|899.83 |CA|0070422561|
Altasciences Preclinical Seattle|LLC|0070579364|0001|0308624414|20190614|58|001000|5043-9317|Mat 96, Rd, pre-slitted, silicone 50/pk|CONS|P-000014965-1|20190612|441.75 |0.000 |1.000 |ZTRD|441.75 |US|0070579364|
Myriad Genetics Inc||0070288919|0001|0308624424|20190614|V1|001000|18631-001|Plate Insert, Flexible, 0.090 Thk|CONS|151393|20190613|583.00 |0.000 |5.000 |ZTRD|583.00 |US|0070585527|
LGC Science Inc||0070300458|0001|0308624449|20190614|58|001000|5190-3163|Liner,UI,splitless,single taper,GW, 5/pk|FA|711136086|20190613|153.00 |0.000 |1.000 |ZTRD|153.00 |US|0070300458|
SGS Accutest||0070171212|0001|0308624453|20190614|58|001000|CUS-6578|Custom Standard-Quote 120417-363|CS|550841|20190613|195.50 |0.000 |5.000 |ZTRD|195.50 |US|0070171212|
Promega Corp||0070009021|0001|0308624484|20190614|AA|001000|G1321-60005|Flow cell 8ul for FLD|OC|4500106409|20190613|1554.00 |0.000 |1.000 |ZTRD|4144.70 |US|0070038264|
Promega Corp||0070009021|0001|0308624484|20190614|AA|002000|G4212-68001|Agilent Inline Pressure Relief Valve Kit|ZXX|4500106409|20190613|2274.00 |0.000 |2.000 |ZTRD|4144.70 |US|0070038264|
Promega Corp||0070009021|0001|0308624484|20190614|58|003000|5500-1192|Quick Turn Capillary ST 0.12x500mm|FA|4500106409|20190613|82.70 |0.000 |2.000 |ZTRD|4144.70 |US|0070038264|
Promega Corp||0070009021|0001|0308624484|20190614|58|004000|5067-5966|Quick Turn LC Fitting|FA|4500106409|20190613|234.00 |0.000 |2.000 |ZTRD|4144.70 |US|0070038264|
Archer Daniels Midland Co|Lakeview Technical Ctr|0070009213|0001|0308624503|20190614|8P|001000|G2597-65648|aMH Power Supply, Tested, LC TOF|FA|106387-5P-20000001|20190524|800.75 |0.000 |1.000 |ZTRD|800.75 |US|0070009213|
Cambrex Charles City Inc||0070017902|0001|0308624521|20190614|JW|001000|125-106JE|5inch cage DB-1 60m, 0.53mm, 1.00um|FA|4500050445|20190613|909.85 |0.000 |1.000 |ZTRD|909.85 |US|0070017902|
Promega Corp||0070009021|0001|0308624535|20190614|58|001000|6610030100|Bottle ICP-OES Wavecal soln 500mL 5 ppm|CS|4500106416|20190613|436.00 |0.000 |1.000 |ZTRD|436.00 |US|0070038264|
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001030|G1530-80650|Exhaust deflector assy|SHA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001000|G3440B|Agilent 7890B Series GC Custom|ZHW|4805115947|20190613|19481.92 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001010|G3440B-US|7890B Network GC System Custom|ZPL|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001020|5188-5372|FID MDL test sample 3x0.5 ml ampoules|CS|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005050|0100-0090|Tee, 1/8 inch Brass|FL|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005070|G3430-90055|7890 Series GC Getting Started Guide|LP|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|006010|G4513-64000|G4513A Injector (COO-CN)|FSA|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005080|19091S-433UI|HP-5MS Ultra Inert 30m, 0.25mm, 0.25um|FA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005090|8120-6894|Cable-Assembly Power-Cord 3-Conductor 4.|IN|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|006000|G4513A|7693A Autoinjector|ZHW|4805115947|20190613|8299.44 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005040|G3430-60586|FID Capillary/SSL Or MMI|FA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005030|G1530-80650|Exhaust deflector assy|SHA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005060|G3453-60518|Ultra Inert 100 psi SSL Ship Kit|ZXX|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005020|5188-5372|FID MDL test sample 3x0.5 ml ampoules|CS|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005010|G3440B-US|7890B Network GC System Custom|ZPL|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|004010|G4513-64000|G4513A Injector (COO-CN)|FSA|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|004000|G4513A|7693A Autoinjector|ZHW|4805115947|20190613|8299.44 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003090|8120-6894|Cable-Assembly Power-Cord 3-Conductor 4.|IN|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|005000|G3440B|Agilent 7890B Series GC Custom|ZHW|4805115947|20190613|19481.92 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003080|19091S-433UI|HP-5MS Ultra Inert 30m, 0.25mm, 0.25um|FA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003060|G3453-60518|Ultra Inert 100 psi SSL Ship Kit|ZXX|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003050|0100-0090|Tee, 1/8 inch Brass|FL|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003040|G3430-60586|FID Capillary/SSL Or MMI|FA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003070|G3430-90055|7890 Series GC Getting Started Guide|LP|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003030|G1530-80650|Exhaust deflector assy|SHA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003010|G3440B-US|7890B Network GC System Custom|ZPL|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003000|G3440B|Agilent 7890B Series GC Custom|ZHW|4805115947|20190613|19481.92 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|002010|G4513-64000|G4513A Injector (COO-CN)|FSA|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|003020|5188-5372|FID MDL test sample 3x0.5 ml ampoules|CS|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|002000|G4513A|7693A Autoinjector|ZHW|4805115947|20190613|8299.44 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001080|19091S-433UI|HP-5MS Ultra Inert 30m, 0.25mm, 0.25um|FA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001070|G3430-90055|7890 Series GC Getting Started Guide|LP|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001060|G3453-60518|Ultra Inert 100 psi SSL Ship Kit|ZXX|4805115947|20190613|0.00 |0.000 |2.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001090|8120-6894|Cable-Assembly Power-Cord 3-Conductor 4.|IN|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001050|0100-0090|Tee, 1/8 inch Brass|FL|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Huntsman Corp||0070235780|0001|0308624582|20190614|AZ|001040|G3430-60586|FID Capillary/SSL Or MMI|FA|4805115947|20190613|0.00 |0.000 |1.000 |ZTRD|83344.08 |US|0070242975|P7X
Nostrum Laboratories Inc||0070249792|0001|0308624598|20190614|AA|001000|5062-8522|Inlet tubing assembly|FL|P201906132009|20190613|46.65 |0.000 |1.000 |ZTRD|46.65 |US|0070249792|
Fresenius Kabi USA||0070267248|0001|0308624612|20190614|58|001000|5181-8836|Capillary tubing cutter, 4/PK|CONS|4080022613|20190613|27.15 |0.000 |1.000 |ZTRD|27.15 |US|0070267248|
VWR International LLC|c/o Johnson & Johnson|0070443672|0001|0308624614|20190614|AA|001000|G7120-60007|Bottle Head Assembly|FA|4510073217|20190610|175.88 |0.000 |3.000 |ZTRD|175.88 |US|0070439674|
Alphora Research Inc||0070129670|0001|0308624633|20190614|AA|001000|G2421-60001|ESI Tuning Mix|CS|AS19-1607|20190613|269.84 |0.000 |1.000 |ZTRD|269.84 |CA|0070129670|
Fresenius Kabi USA||0070267248|0001|0308624645|20190614|58|001000|5182-0866|Screw top vial, write-on-spot 100pk|VI|4080022618|20190613|468.95 |0.000 |6.000 |ZTRD|468.95 |US|0070267248|
VWR International LLC|c/o Johnson & Johnson|0070443672|0001|0308624646|20190614|58|001000|ICP-034|Selenium standard|CS|4510090524|20190613|36.54 |0.000 |1.000 |ZTRD|36.54 |US|0070176648|
SDI Inc||0070218575|0001|0308624655|20190614|JW|001000|113-2132|CAM 30m, 0.32mm, 0.25u|FA|AM00156556|20190613|640.00 |0.000 |1.000 |ZTRD|640.00 |US|0070289567|
York University||0070255324|0001|0308624663|20190614|BC|001000|659750-702|AdvanceBio Oligonucleotide 2.1 x 50 mm|ZXX|P00075282|20190611|761.40 |0.000 |1.000 |ZTRD|761.40 |CA|0070255324|
